feature_fixed_acidity,feature_volatile_acidity,feature_citric_acid,feature_residual_sugar,feature_chlorides,feature_free_sulfur_dioxide,feature_total_sulfur_dioxide,feature_sulphates,feature_wine_type,intermediate_density,intermediate_ph,intermediate_alcohol,target_quality,ID_wine_type,ID_row
7.2,0.25,0.32,1.5,0.047,27.0,132.0,0.44,white,0.9933,3.26,10.5,5,white,1144
6.8,0.32,0.18,7.5,0.041,71.0,223.0,0.41,white,0.9959,3.14,8.9,5,white,1145
9.1,0.27,0.32,1.1,0.031,15.0,151.0,0.41,white,0.9936,3.03,10.6,5,white,1146
8.9,0.34,0.32,1.3,0.041,12.0,188.0,0.49,white,0.9953,3.17,9.5,5,white,1147
7.0,0.17,0.37,5.7,0.025,29.0,111.0,0.49,white,0.9938,3.2,10.8,6,white,1148
6.7,0.25,0.23,7.2,0.038,61.0,220.0,0.35,white,0.9952,3.14,9.5,5,white,1149
6.9,0.32,0.17,7.6,0.042,69.0,219.0,0.4,white,0.9959,3.13,8.9,5,white,1150
6.8,0.32,0.18,7.5,0.041,71.0,223.0,0.41,white,0.9959,3.14,8.9,5,white,1151
6.1,0.6,0.0,1.3,0.042,24.0,79.0,0.38,white,0.9937,3.31,9.4,4,white,1152
5.3,0.395,0.07,1.3,0.035,26.0,102.0,0.35,white,0.992,3.5,10.6,6,white,1153
7.9,0.16,0.3,4.8,0.037,37.0,171.0,0.44,white,0.9967,3.47,9.0,4,white,1154
7.6,0.33,0.36,2.1,0.034,26.0,172.0,0.48,white,0.9944,3.42,10.5,4,white,1155
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.38,white,0.9998,3.16,9.0,6,white,1156
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.38,white,0.9998,3.16,9.0,6,white,1157
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.38,white,0.9942,3.27,9.4,6,white,1158
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.38,white,0.9998,3.16,9.0,6,white,1159
7.5,0.14,0.34,1.3,0.055,50.0,153.0,0.8,white,0.9945,3.29,9.6,6,white,1160
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.38,white,0.9998,3.16,9.0,6,white,1161
6.6,0.25,0.41,7.4,0.043,29.0,151.0,0.6,white,0.9946,3.15,10.2,7,white,1162
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.38,white,0.9942,3.27,9.4,6,white,1163
8.2,0.23,0.49,0.9,0.057,15.0,73.0,0.38,white,0.9928,3.07,10.4,6,white,1164
6.0,0.24,0.32,6.3,0.03,34.0,129.0,0.41,white,0.9946,3.52,10.4,5,white,1165
6.1,0.45,0.27,0.8,0.039,13.0,82.0,0.32,white,0.9927,3.23,9.5,5,white,1166
7.4,0.23,0.43,1.4,0.044,22.0,113.0,0.62,white,0.9938,3.22,10.6,6,white,1167
7.2,0.2,0.38,1.0,0.037,21.0,74.0,0.37,white,0.9918,3.21,11.0,5,white,1168
7.5,0.14,0.34,1.3,0.055,50.0,153.0,0.8,white,0.9945,3.29,9.6,6,white,1169
7.7,0.25,0.43,4.5,0.062,20.0,115.0,0.5,white,0.9966,3.38,9.9,6,white,1170
8.2,0.61,0.45,5.4,0.03,15.0,118.0,0.34,white,0.9954,3.14,9.6,5,white,1171
7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.7,white,0.9913,3.01,12.8,6,white,1172
7.4,0.22,0.33,2.0,0.045,31.0,101.0,0.55,white,0.9931,3.42,11.4,5,white,1173
7.2,0.26,0.26,12.7,0.036,49.0,214.0,0.5,white,0.9986,3.41,10.0,6,white,1174
6.4,0.25,0.41,8.6,0.042,57.0,173.0,0.44,white,0.9965,3.0,9.1,5,white,1175
6.3,0.32,0.35,11.1,0.039,29.0,198.0,0.5,white,0.9984,3.36,9.4,7,white,1176
6.8,0.25,0.29,2.0,0.042,19.0,189.0,0.54,white,0.9952,3.46,10.2,6,white,1177
9.8,0.44,0.4,2.8,0.036,35.0,167.0,0.39,white,0.9956,2.97,9.2,5,white,1178
7.2,0.2,0.25,4.5,0.044,31.0,109.0,0.36,white,0.9949,3.23,9.4,5,white,1179
8.2,0.61,0.45,5.4,0.03,15.0,118.0,0.34,white,0.9954,3.14,9.6,5,white,1180
7.5,0.42,0.45,9.1,0.029,20.0,125.0,0.36,white,0.996,3.12,10.1,6,white,1181
7.4,0.22,0.33,2.0,0.045,31.0,101.0,0.55,white,0.9931,3.42,11.4,5,white,1182
6.4,0.26,0.3,2.2,0.025,33.0,134.0,0.47,white,0.992,3.21,10.6,6,white,1183
7.9,0.46,0.32,4.1,0.033,40.0,138.0,0.44,white,0.9912,3.18,12.8,7,white,1184
6.5,0.41,0.64,11.8,0.065,65.0,225.0,0.51,white,0.9978,3.12,8.9,5,white,1185
7.5,0.32,0.37,1.2,0.048,22.0,184.0,0.43,white,0.9938,3.09,9.3,5,white,1186
6.6,0.21,0.38,2.2,0.026,40.0,104.0,0.4,white,0.9914,3.25,11.1,8,white,1187
7.1,0.21,0.3,1.4,0.037,45.0,143.0,0.33,white,0.9932,3.13,9.9,6,white,1188
7.6,0.26,0.47,1.6,0.068,5.0,55.0,0.45,white,0.9944,3.1,9.6,5,white,1189
7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.7,white,0.9913,3.01,12.8,6,white,1190
6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.72,white,0.9948,3.16,10.7,7,white,1191
7.1,0.26,0.32,14.45,0.074,29.0,107.0,0.42,white,0.998,2.96,9.2,6,white,1192
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.41,white,0.9998,3.36,9.1,7,white,1193
6.2,0.37,0.22,8.3,0.025,36.0,216.0,0.6,white,0.9964,3.33,9.6,6,white,1194
7.9,0.22,0.45,14.2,0.038,53.0,141.0,0.46,white,0.9992,3.03,9.2,6,white,1195
6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.72,white,0.9948,3.16,10.7,7,white,1196
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.41,white,0.9998,3.36,9.1,7,white,1197
7.1,0.26,0.32,14.45,0.074,29.0,107.0,0.42,white,0.998,2.96,9.2,6,white,1198
7.4,0.25,0.37,6.9,0.02,14.0,93.0,0.48,white,0.9939,3.0,10.7,7,white,1199
6.8,0.18,0.37,1.5,0.027,37.0,93.0,0.45,white,0.992,3.3,10.8,6,white,1200
7.0,0.17,0.37,1.5,0.028,26.0,75.0,0.46,white,0.9922,3.3,10.8,7,white,1201
6.4,0.3,0.38,7.8,0.046,35.0,192.0,0.37,white,0.9955,3.1,9.0,5,white,1202
5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.44,white,0.9917,3.48,10.7,6,white,1203
5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.44,white,0.9917,3.48,10.7,6,white,1204
8.9,0.33,0.32,1.5,0.047,11.0,200.0,0.46,white,0.9954,3.19,9.4,5,white,1205
7.0,0.26,0.46,15.55,0.037,61.0,171.0,0.35,white,0.9986,2.94,8.8,6,white,1206
6.4,0.3,0.38,7.8,0.046,35.0,192.0,0.37,white,0.9955,3.1,9.0,5,white,1207
6.3,0.21,0.4,1.7,0.031,48.0,134.0,0.49,white,0.9917,3.42,11.5,6,white,1208
8.0,0.23,0.46,1.5,0.03,30.0,125.0,0.47,white,0.9907,3.23,12.5,6,white,1209
9.2,0.28,0.41,1.0,0.042,14.0,59.0,0.25,white,0.9922,2.96,10.5,6,white,1210
7.3,0.27,0.39,6.7,0.064,28.0,188.0,0.3,white,0.9958,3.29,9.7,5,white,1211
7.6,0.32,0.36,1.6,0.04,32.0,155.0,0.52,white,0.993,3.23,11.3,6,white,1212
5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.44,white,0.9917,3.48,10.7,6,white,1213
9.7,0.24,0.45,1.2,0.033,11.0,59.0,0.47,white,0.9926,2.74,10.8,6,white,1214
8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.43,white,0.9959,3.17,10.6,5,white,1215
8.2,0.37,0.36,1.0,0.034,17.0,93.0,0.32,white,0.9906,3.04,11.7,8,white,1216
8.0,0.61,0.38,12.1,0.301,24.0,220.0,0.48,white,0.9993,2.94,9.2,5,white,1217
7.2,0.26,0.44,7.1,0.027,25.0,126.0,0.34,white,0.993,3.02,11.1,8,white,1218
8.2,0.37,0.36,1.0,0.034,17.0,93.0,0.32,white,0.9906,3.04,11.7,8,white,1219
6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.44,white,0.992,3.33,11.0,6,white,1220
5.9,0.4,0.32,6.0,0.034,50.0,127.0,0.58,white,0.992,3.51,12.5,7,white,1221
7.6,0.28,0.39,1.2,0.038,21.0,115.0,0.67,white,0.994,3.16,10.0,6,white,1222
8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.43,white,0.9959,3.17,10.6,5,white,1223
7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.54,white,0.9908,3.26,12.3,7,white,1224
6.8,0.32,0.37,3.4,0.023,19.0,87.0,0.53,white,0.9902,3.14,12.7,6,white,1225
7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.54,white,0.9908,3.26,12.3,7,white,1226
6.9,0.18,0.38,6.5,0.039,20.0,110.0,0.42,white,0.9943,3.1,10.5,5,white,1227
9.4,0.26,0.53,1.2,0.047,25.0,109.0,0.28,white,0.9921,3.23,12.5,6,white,1228
8.3,0.33,0.42,1.15,0.033,18.0,96.0,0.32,white,0.9911,3.2,12.4,3,white,1229
7.3,0.29,0.3,13.0,0.043,46.0,238.0,0.41,white,0.9986,3.06,8.7,6,white,1230
7.9,0.41,0.37,4.5,0.03,40.0,114.0,0.54,white,0.992,3.17,12.4,7,white,1231
7.9,0.44,0.37,5.85,0.033,27.0,93.0,0.54,white,0.992,3.16,12.6,7,white,1232
7.7,0.39,0.3,5.2,0.037,29.0,131.0,0.44,white,0.9943,3.38,11.0,6,white,1233
7.7,0.26,0.31,1.3,0.043,47.0,155.0,0.5,white,0.9937,3.42,10.1,6,white,1234
7.8,0.32,0.31,1.7,0.036,46.0,195.0,0.48,white,0.993,3.03,10.5,5,white,1235
6.8,0.32,0.37,3.4,0.023,19.0,87.0,0.53,white,0.9902,3.14,12.7,6,white,1236
7.3,0.24,0.39,3.6,0.024,35.0,116.0,0.51,white,0.9928,3.17,10.9,5,white,1237
7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.43,white,0.9896,3.07,13.5,7,white,1238
10.3,0.25,0.48,2.2,0.042,28.0,164.0,0.59,white,0.998,3.19,9.7,5,white,1239
7.9,0.14,0.28,1.8,0.041,44.0,178.0,0.43,white,0.9954,3.45,9.2,6,white,1240
7.4,0.18,0.42,2.1,0.036,33.0,187.0,0.41,white,0.9938,3.4,10.6,7,white,1241
8.1,0.43,0.42,6.6,0.033,36.0,141.0,0.39,white,0.9918,2.98,13.3,7,white,1242
7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.43,white,0.9896,3.07,13.5,7,white,1243
6.4,0.26,0.22,5.1,0.037,23.0,131.0,0.32,white,0.9944,3.29,10.1,5,white,1244
8.0,0.66,0.72,17.55,0.042,62.0,233.0,0.68,white,0.9999,2.92,9.4,4,white,1245
8.0,0.2,0.4,5.2,0.055,41.0,167.0,0.4,white,0.9953,3.18,10.6,7,white,1246
7.2,0.21,0.34,1.1,0.046,25.0,80.0,0.4,white,0.992,3.25,11.3,6,white,1247
7.2,0.18,0.31,1.1,0.045,20.0,73.0,0.4,white,0.9925,3.32,10.8,7,white,1248
8.4,0.57,0.44,10.7,0.051,46.0,195.0,0.51,white,0.9981,3.15,10.4,5,white,1249
5.3,0.26,0.23,5.15,0.034,48.0,160.0,0.51,white,0.9952,3.82,10.5,7,white,1250
5.7,0.245,0.33,1.1,0.049,28.0,150.0,0.42,white,0.9927,3.13,9.3,5,white,1251
5.6,0.245,0.32,1.1,0.047,24.0,152.0,0.42,white,0.9927,3.12,9.3,6,white,1252
7.3,0.25,0.41,1.8,0.037,52.0,165.0,0.39,white,0.9911,3.29,12.2,7,white,1253
7.0,0.16,0.73,1.0,0.138,58.0,150.0,0.3,white,0.9936,3.08,9.2,5,white,1254
6.4,0.22,0.34,1.8,0.057,29.0,104.0,0.57,white,0.9959,3.81,10.3,6,white,1255
7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.62,white,0.9946,3.33,9.4,6,white,1256
6.4,0.17,0.27,6.7,0.036,88.0,223.0,0.35,white,0.9948,3.28,10.2,6,white,1257
6.9,0.29,0.16,6.8,0.034,65.0,212.0,0.39,white,0.9955,3.08,9.0,6,white,1258
6.2,0.21,0.38,6.8,0.036,64.0,245.0,0.36,white,0.9951,3.06,9.3,6,white,1259
6.4,0.23,0.3,7.1,0.037,63.0,236.0,0.34,white,0.9952,3.06,9.2,6,white,1260
7.3,0.19,0.68,1.5,0.05,31.0,156.0,0.64,white,0.9946,3.32,9.4,6,white,1261
7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.62,white,0.9946,3.33,9.4,6,white,1262
9.6,0.29,0.46,1.45,0.039,77.5,223.0,0.46,white,0.9944,2.92,9.5,6,white,1263
7.2,0.14,0.35,1.2,0.036,15.0,73.0,0.39,white,0.9938,3.46,9.9,5,white,1264
6.9,0.31,0.34,7.4,0.059,36.0,174.0,0.62,white,0.9963,3.46,11.1,7,white,1265
7.5,0.28,0.34,4.2,0.028,36.0,116.0,0.41,white,0.991,2.99,12.3,8,white,1266
8.0,0.22,0.42,14.6,0.044,45.0,163.0,0.69,white,1.0003,3.21,8.6,7,white,1267
7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.35,white,0.9966,3.04,9.4,5,white,1268
8.4,0.35,0.56,13.8,0.048,55.0,190.0,0.58,white,0.9993,3.07,9.4,6,white,1269
8.0,0.22,0.42,14.6,0.044,45.0,163.0,0.69,white,1.0003,3.21,8.6,7,white,1270
8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.42,white,0.9938,3.21,10.9,5,white,1271
7.0,0.39,0.31,5.3,0.169,32.0,162.0,0.48,white,0.9965,3.2,9.4,5,white,1272
8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.42,white,0.9938,3.21,10.9,5,white,1273
8.4,0.35,0.56,13.8,0.048,55.0,190.0,0.58,white,0.9993,3.07,9.4,6,white,1274
6.2,0.22,0.27,1.5,0.064,20.0,132.0,0.46,white,0.9938,3.22,9.2,6,white,1275
8.0,0.22,0.42,14.6,0.044,45.0,163.0,0.69,white,1.0003,3.21,8.6,7,white,1276
7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.35,white,0.9966,3.04,9.4,5,white,1277
7.0,0.24,0.36,4.9,0.083,10.0,133.0,0.37,white,0.9942,3.33,10.8,6,white,1278
6.6,0.27,0.3,1.9,0.025,14.0,153.0,0.62,white,0.9928,3.29,10.5,6,white,1279
7.8,0.16,0.41,1.7,0.026,29.0,140.0,0.78,white,0.991,3.02,12.5,6,white,1280
7.7,0.27,0.34,1.8,0.028,26.0,168.0,0.48,white,0.9911,2.99,12.1,7,white,1281
7.4,0.31,0.74,10.7,0.039,51.0,147.0,0.43,white,0.9977,3.02,8.7,5,white,1282
8.0,0.45,0.36,8.8,0.026,50.0,151.0,0.25,white,0.9927,3.07,12.7,8,white,1283
7.7,0.27,0.34,1.8,0.028,26.0,168.0,0.48,white,0.9911,2.99,12.1,7,white,1284
7.8,0.16,0.41,1.7,0.026,29.0,140.0,0.78,white,0.991,3.02,12.5,6,white,1285
6.6,0.16,0.29,1.8,0.05,40.0,147.0,0.44,white,0.9912,3.06,11.4,7,white,1286
8.3,0.21,0.4,1.6,0.032,35.0,110.0,0.6,white,0.9907,3.02,12.9,7,white,1287
7.2,0.32,0.33,1.4,0.029,29.0,109.0,0.51,white,0.9902,3.15,12.8,7,white,1288
6.6,0.16,0.3,1.6,0.034,15.0,78.0,0.44,white,0.992,3.38,11.2,6,white,1289
8.4,0.16,0.33,1.5,0.033,16.0,98.0,0.42,white,0.994,3.14,9.7,6,white,1290
7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.56,white,0.9966,3.04,9.7,6,white,1291
6.2,0.17,0.3,1.1,0.037,14.0,79.0,0.54,white,0.993,3.5,10.3,6,white,1292
6.9,0.39,0.22,4.3,0.03,10.0,102.0,0.87,white,0.993,3.0,11.6,4,white,1293
6.9,0.41,0.22,4.2,0.031,10.0,102.0,0.86,white,0.993,3.0,11.6,4,white,1294
7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.56,white,0.9966,3.04,9.7,6,white,1295
7.5,0.38,0.33,5.0,0.045,30.0,131.0,0.44,white,0.9942,3.32,10.9,6,white,1296
7.3,0.42,0.38,6.8,0.045,29.0,122.0,0.37,white,0.9925,3.19,12.6,7,white,1297
7.3,0.34,0.39,5.2,0.04,45.0,163.0,0.47,white,0.9925,3.3,12.4,6,white,1298
7.8,0.23,0.28,4.75,0.042,45.0,166.0,0.4,white,0.9928,2.96,11.5,5,white,1299
9.0,0.245,0.38,5.9,0.045,52.0,159.0,0.35,white,0.995,2.93,10.2,6,white,1300
6.9,0.2,0.4,7.7,0.032,51.0,176.0,0.27,white,0.9939,3.22,11.4,5,white,1301
7.4,0.19,0.42,6.4,0.067,39.0,212.0,0.33,white,0.9958,3.3,9.6,6,white,1302
8.2,0.2,0.36,8.1,0.035,60.0,163.0,0.3,white,0.9952,3.05,10.3,6,white,1303
8.0,0.59,0.71,17.35,0.038,61.0,228.0,0.75,white,1.0,2.95,9.3,5,white,1304
7.9,0.14,0.45,1.8,0.05,17.0,114.0,0.49,white,0.9948,3.33,10.7,7,white,1305
6.8,0.24,0.4,1.8,0.047,34.0,105.0,0.49,white,0.99,3.13,12.8,8,white,1306
9.7,0.14,0.59,1.5,0.049,23.0,142.0,0.62,white,0.9958,2.98,9.5,5,white,1307
9.2,0.15,0.68,1.6,0.046,22.0,130.0,0.45,white,0.9948,3.02,10.4,6,white,1308
9.4,0.17,0.55,1.6,0.049,14.0,94.0,0.61,white,0.9949,3.02,10.3,6,white,1309
5.2,0.365,0.08,13.5,0.041,37.0,142.0,0.39,white,0.997,3.46,9.9,6,white,1310
6.3,0.23,0.22,3.75,0.039,37.0,116.0,0.5,white,0.9927,3.23,10.7,6,white,1311
9.6,0.25,0.54,1.3,0.04,16.0,160.0,0.43,white,0.9938,2.94,10.5,5,white,1312
9.2,0.32,0.42,1.3,0.046,14.0,186.0,0.48,white,0.9949,3.08,9.6,5,white,1313
6.4,0.31,0.4,6.2,0.04,46.0,169.0,0.46,white,0.9953,3.15,9.3,6,white,1314
8.1,0.2,0.36,9.7,0.044,63.0,162.0,0.46,white,0.997,3.1,10.0,6,white,1315
7.9,0.255,0.26,2.0,0.026,40.0,190.0,0.39,white,0.9932,3.04,11.2,6,white,1316
7.0,0.15,0.34,1.4,0.039,21.0,177.0,0.62,white,0.9927,3.32,10.8,5,white,1317
6.4,0.15,0.31,1.1,0.044,25.0,96.0,0.51,white,0.9932,3.54,10.3,6,white,1318
6.4,0.25,0.53,6.6,0.038,59.0,234.0,0.42,white,0.9955,3.03,8.8,5,white,1319
7.6,0.19,0.42,1.5,0.044,6.0,114.0,0.74,white,0.9914,3.04,12.8,6,white,1320
7.3,0.43,0.37,4.6,0.028,17.0,114.0,0.43,white,0.991,3.23,13.2,6,white,1321
5.1,0.31,0.3,0.9,0.037,28.0,152.0,0.56,white,0.992,3.54,10.1,6,white,1322
6.2,0.2,0.26,1.7,0.093,40.0,161.0,0.66,white,0.9924,3.44,11.0,5,white,1323
6.9,0.16,0.35,1.3,0.043,21.0,182.0,0.62,white,0.9927,3.25,10.8,6,white,1324
7.7,0.32,0.48,2.3,0.04,28.0,114.0,0.52,white,0.9911,3.2,12.8,7,white,1325
6.5,0.22,0.72,6.8,0.042,33.0,168.0,0.36,white,0.9958,3.12,9.2,6,white,1326
6.8,0.26,0.33,1.5,0.047,44.0,167.0,0.44,white,0.9928,3.12,10.5,6,white,1327
5.2,0.37,0.33,1.2,0.028,13.0,81.0,0.38,white,0.9902,3.37,11.7,6,white,1328
8.4,0.19,0.43,2.1,0.052,20.0,104.0,0.46,white,0.994,2.85,9.5,5,white,1329
8.3,0.21,0.41,2.2,0.05,24.0,108.0,0.45,white,0.994,2.85,9.5,5,white,1330
6.8,0.15,0.32,8.8,0.058,24.0,110.0,0.4,white,0.9972,3.4,8.8,6,white,1331
7.9,0.16,0.64,17.0,0.05,69.0,210.0,0.51,white,1.0004,3.15,9.3,7,white,1332
7.8,0.21,0.39,1.8,0.034,62.0,180.0,0.75,white,0.991,3.09,12.6,8,white,1333
9.0,0.24,0.5,1.2,0.048,26.0,107.0,0.34,white,0.9918,3.21,12.4,6,white,1334
5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.72,white,0.995,3.65,10.1,6,white,1335
7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.37,white,0.9941,3.26,11.2,8,white,1336
6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.52,white,0.9956,3.29,10.0,5,white,1337
6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.52,white,0.9956,3.29,10.0,5,white,1338
8.4,0.58,0.27,12.15,0.033,37.0,116.0,0.39,white,0.9959,2.99,10.8,6,white,1339
7.2,0.16,0.32,0.8,0.04,50.0,121.0,0.33,white,0.9922,3.27,10.0,6,white,1340
7.6,0.54,0.23,2.0,0.029,13.0,151.0,0.33,white,0.9931,3.04,10.4,5,white,1341
8.4,0.58,0.27,12.15,0.033,37.0,116.0,0.39,white,0.9959,2.99,10.8,6,white,1342
6.6,0.25,0.31,12.4,0.059,52.0,181.0,0.47,white,0.9984,3.51,9.8,6,white,1343
7.3,0.23,0.37,1.9,0.041,51.0,165.0,0.4,white,0.9908,3.26,12.2,8,white,1344
7.3,0.39,0.37,1.1,0.043,36.0,113.0,0.48,white,0.991,3.39,12.7,8,white,1345
7.0,0.46,0.39,6.2,0.039,46.0,163.0,0.35,white,0.9928,3.21,12.2,7,white,1346
8.2,0.35,0.4,6.3,0.039,35.0,162.0,0.34,white,0.9936,3.15,11.9,7,white,1347
7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.37,white,0.9941,3.26,11.2,8,white,1348
9.2,0.35,0.39,0.9,0.042,15.0,61.0,0.28,white,0.9924,2.96,10.4,4,white,1349
8.0,0.57,0.39,3.9,0.034,22.0,122.0,0.67,white,0.9917,3.29,12.8,7,white,1350
6.5,0.37,0.33,3.9,0.027,40.0,130.0,0.39,white,0.9906,3.28,12.7,7,white,1351
5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.72,white,0.995,3.65,10.1,6,white,1352
6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.52,white,0.9956,3.29,10.0,5,white,1353
7.8,0.13,0.3,1.8,0.04,43.0,179.0,0.41,white,0.9955,3.43,9.0,5,white,1354
7.6,0.19,0.41,1.1,0.04,38.0,143.0,0.42,white,0.9907,2.92,11.4,5,white,1355
7.3,0.22,0.41,15.4,0.05,55.0,191.0,0.59,white,1.0,3.32,8.9,6,white,1356
6.3,0.29,0.4,6.5,0.039,43.0,167.0,0.44,white,0.9953,3.15,9.3,6,white,1357
6.8,0.35,0.32,2.4,0.048,35.0,103.0,0.46,white,0.9911,3.28,12.0,8,white,1358
6.5,0.19,0.32,1.4,0.04,31.0,132.0,0.54,white,0.9922,3.36,10.8,7,white,1359
6.2,0.12,0.26,5.7,0.044,56.0,158.0,0.37,white,0.9951,3.52,10.5,6,white,1360
6.0,0.13,0.28,5.7,0.038,56.0,189.5,0.43,white,0.9948,3.59,10.6,7,white,1361
6.4,0.25,0.33,1.4,0.04,42.0,115.0,0.48,white,0.9906,3.19,11.3,7,white,1362
6.9,0.32,0.16,1.4,0.051,15.0,96.0,0.38,white,0.994,3.22,9.5,4,white,1363
7.6,0.19,0.41,1.1,0.04,38.0,143.0,0.42,white,0.9907,2.92,11.4,5,white,1364
6.7,0.13,0.28,1.2,0.046,35.0,140.0,0.33,white,0.9927,3.33,10.1,7,white,1365
7.0,0.14,0.41,0.9,0.037,22.0,95.0,0.43,white,0.9914,3.25,10.9,6,white,1366
7.6,0.27,0.24,3.8,0.058,19.0,115.0,0.45,white,0.9958,3.15,8.9,5,white,1367
7.3,0.22,0.41,15.4,0.05,55.0,191.0,0.59,white,1.0,3.32,8.9,6,white,1368
7.4,0.64,0.47,14.15,0.168,42.0,185.0,0.49,white,0.9984,2.9,9.3,5,white,1369
7.6,0.28,0.39,1.9,0.052,23.0,116.0,0.4,white,0.9941,3.25,10.4,6,white,1370
8.3,0.26,0.41,9.2,0.042,41.0,162.0,0.38,white,0.9944,3.1,12.0,7,white,1371
10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.68,white,0.998,2.87,9.5,6,white,1372
10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.68,white,0.998,2.87,9.5,6,white,1373
6.9,0.23,0.34,2.7,0.032,24.0,121.0,0.38,white,0.9902,3.14,12.4,7,white,1374
6.2,0.3,0.32,1.7,0.032,30.0,130.0,0.41,white,0.9911,3.28,11.2,7,white,1375
6.9,0.27,0.41,1.7,0.047,6.0,134.0,0.69,white,0.9929,3.15,11.4,6,white,1376
6.9,0.28,0.41,1.7,0.05,10.0,136.0,0.71,white,0.993,3.16,11.4,6,white,1377
6.9,0.28,0.3,1.6,0.047,46.0,132.0,0.38,white,0.9918,3.35,11.1,7,white,1378
6.9,0.46,0.2,0.9,0.054,5.0,126.0,0.42,white,0.992,3.1,10.4,6,white,1379
6.9,0.38,0.32,8.5,0.044,36.0,152.0,0.35,white,0.9932,3.38,12.0,7,white,1380
5.7,0.43,0.3,5.7,0.039,24.0,98.0,0.61,white,0.992,3.54,12.3,7,white,1381
6.6,0.56,0.16,3.1,0.045,28.0,92.0,0.35,white,0.994,3.12,9.1,6,white,1382
7.1,0.36,0.56,1.3,0.046,25.0,102.0,0.33,white,0.9923,3.24,10.5,6,white,1383
6.8,0.23,0.4,1.6,0.047,5.0,133.0,0.7,white,0.993,3.23,11.4,6,white,1384
6.2,0.33,0.29,1.3,0.042,26.0,138.0,0.64,white,0.9956,3.77,9.5,5,white,1385
5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9,white,0.9907,3.42,13.7,7,white,1386
6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.51,white,0.99,3.28,13.4,6,white,1387
7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.48,white,0.9918,3.2,11.3,7,white,1388
8.1,0.19,0.4,0.9,0.037,73.0,180.0,0.34,white,0.9926,3.06,10.0,6,white,1389
5.9,0.19,0.26,7.4,0.034,33.0,123.0,0.42,white,0.995,3.49,10.1,6,white,1390
6.2,0.16,0.47,1.4,0.029,23.0,81.0,0.42,white,0.99,3.26,12.2,6,white,1391
6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.51,white,0.99,3.28,13.4,6,white,1392
5.7,0.135,0.3,4.6,0.042,19.0,101.0,0.42,white,0.9946,3.31,9.3,6,white,1393
5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9,white,0.9907,3.42,13.7,7,white,1394
6.9,0.19,0.33,1.6,0.039,27.0,98.0,0.46,white,0.9898,3.09,12.3,7,white,1395
7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.48,white,0.9918,3.2,11.3,7,white,1396
7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.46,white,0.9986,3.04,8.9,7,white,1397
7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.46,white,0.9986,3.04,8.9,7,white,1398
7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.46,white,0.9928,3.19,11.5,6,white,1399
7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.46,white,0.9986,3.04,8.9,7,white,1400
