feature_frequency,feature_angle_of_attack,feature_chord_length,feature_free_stream_velocity,intermediate_suction_side_displacement_thickness,target_scaled_sound_pressure_level,ID_row
8000,0.0,0.0254,31.7,0.000439472,137.207,1003
10000,0.0,0.0254,31.7,0.000439472,134.227,1004
12500,0.0,0.0254,31.7,0.000439472,128.977,1005
16000,0.0,0.0254,31.7,0.000439472,125.627,1006
2000,4.8,0.0254,71.3,0.000848633,128.398,1007
2500,4.8,0.0254,71.3,0.000848633,130.828,1008
3150,4.8,0.0254,71.3,0.000848633,133.378,1009
4000,4.8,0.0254,71.3,0.000848633,134.928,1010
5000,4.8,0.0254,71.3,0.000848633,135.468,1011
6300,4.8,0.0254,71.3,0.000848633,134.498,1012
8000,4.8,0.0254,71.3,0.000848633,131.518,1013
10000,4.8,0.0254,71.3,0.000848633,127.398,1014
12500,4.8,0.0254,71.3,0.000848633,127.688,1015
16000,4.8,0.0254,71.3,0.000848633,124.208,1016
20000,4.8,0.0254,71.3,0.000848633,119.708,1017
1600,4.8,0.0254,55.5,0.000873218,121.474,1018
2000,4.8,0.0254,55.5,0.000873218,125.054,1019
2500,4.8,0.0254,55.5,0.000873218,129.144,1020
3150,4.8,0.0254,55.5,0.000873218,132.354,1021
4000,4.8,0.0254,55.5,0.000873218,133.924,1022
5000,4.8,0.0254,55.5,0.000873218,135.484,1023
6300,4.8,0.0254,55.5,0.000873218,135.164,1024
8000,4.8,0.0254,55.5,0.000873218,132.184,1025
10000,4.8,0.0254,55.5,0.000873218,126.944,1026
12500,4.8,0.0254,55.5,0.000873218,125.094,1027
16000,4.8,0.0254,55.5,0.000873218,124.394,1028
20000,4.8,0.0254,55.5,0.000873218,121.284,1029
500,4.8,0.0254,39.6,0.000907475,116.366,1030
630,4.8,0.0254,39.6,0.000907475,118.696,1031
800,4.8,0.0254,39.6,0.000907475,120.766,1032
1000,4.8,0.0254,39.6,0.000907475,122.956,1033
1250,4.8,0.0254,39.6,0.000907475,125.026,1034
1600,4.8,0.0254,39.6,0.000907475,125.966,1035
2000,4.8,0.0254,39.6,0.000907475,128.916,1036
2500,4.8,0.0254,39.6,0.000907475,131.236,1037
3150,4.8,0.0254,39.6,0.000907475,133.436,1038
4000,4.8,0.0254,39.6,0.000907475,134.996,1039
5000,4.8,0.0254,39.6,0.000907475,135.426,1040
6300,4.8,0.0254,39.6,0.000907475,134.336,1041
8000,4.8,0.0254,39.6,0.000907475,131.346,1042
10000,4.8,0.0254,39.6,0.000907475,126.066,1043
500,4.8,0.0254,31.7,0.000930789,116.128,1044
630,4.8,0.0254,31.7,0.000930789,120.078,1045
800,4.8,0.0254,31.7,0.000930789,122.648,1046
1000,4.8,0.0254,31.7,0.000930789,125.348,1047
1250,4.8,0.0254,31.7,0.000930789,127.408,1048
1600,4.8,0.0254,31.7,0.000930789,128.718,1049
2000,4.8,0.0254,31.7,0.000930789,130.148,1050
2500,4.8,0.0254,31.7,0.000930789,132.588,1051
3150,4.8,0.0254,31.7,0.000930789,134.268,1052
4000,4.8,0.0254,31.7,0.000930789,135.328,1053
5000,4.8,0.0254,31.7,0.000930789,135.248,1054
6300,4.8,0.0254,31.7,0.000930789,132.898,1055
8000,4.8,0.0254,31.7,0.000930789,127.008,1056
630,9.5,0.0254,71.3,0.00420654,125.726,1057
800,9.5,0.0254,71.3,0.00420654,127.206,1058
1000,9.5,0.0254,71.3,0.00420654,129.556,1059
1250,9.5,0.0254,71.3,0.00420654,131.656,1060
1600,9.5,0.0254,71.3,0.00420654,133.756,1061
2000,9.5,0.0254,71.3,0.00420654,134.976,1062
2500,9.5,0.0254,71.3,0.00420654,135.956,1063
3150,9.5,0.0254,71.3,0.00420654,136.166,1064
4000,9.5,0.0254,71.3,0.00420654,134.236,1065
5000,9.5,0.0254,71.3,0.00420654,131.186,1066
6300,9.5,0.0254,71.3,0.00420654,127.246,1067
400,9.5,0.0254,55.5,0.0043284,120.952,1068
500,9.5,0.0254,55.5,0.0043284,123.082,1069
630,9.5,0.0254,55.5,0.0043284,125.452,1070
800,9.5,0.0254,55.5,0.0043284,128.082,1071
1000,9.5,0.0254,55.5,0.0043284,130.332,1072
1250,9.5,0.0254,55.5,0.0043284,132.202,1073
1600,9.5,0.0254,55.5,0.0043284,133.062,1074
2000,9.5,0.0254,55.5,0.0043284,134.052,1075
2500,9.5,0.0254,55.5,0.0043284,134.152,1076
3150,9.5,0.0254,55.5,0.0043284,133.252,1077
4000,9.5,0.0254,55.5,0.0043284,131.582,1078
5000,9.5,0.0254,55.5,0.0043284,128.412,1079
6300,9.5,0.0254,55.5,0.0043284,124.222,1080
200,9.5,0.0254,39.6,0.00449821,116.074,1081
250,9.5,0.0254,39.6,0.00449821,116.924,1082
315,9.5,0.0254,39.6,0.00449821,119.294,1083
400,9.5,0.0254,39.6,0.00449821,121.154,1084
500,9.5,0.0254,39.6,0.00449821,123.894,1085
630,9.5,0.0254,39.6,0.00449821,126.514,1086
800,9.5,0.0254,39.6,0.00449821,129.014,1087
1000,9.5,0.0254,39.6,0.00449821,130.374,1088
1250,9.5,0.0254,39.6,0.00449821,130.964,1089
1600,9.5,0.0254,39.6,0.00449821,131.184,1090
2000,9.5,0.0254,39.6,0.00449821,131.274,1091
2500,9.5,0.0254,39.6,0.00449821,131.234,1092
3150,9.5,0.0254,39.6,0.00449821,129.934,1093
4000,9.5,0.0254,39.6,0.00449821,127.864,1094
5000,9.5,0.0254,39.6,0.00449821,125.044,1095
6300,9.5,0.0254,39.6,0.00449821,120.324,1096
200,9.5,0.0254,31.7,0.00461377,119.146,1097
250,9.5,0.0254,31.7,0.00461377,120.136,1098
315,9.5,0.0254,31.7,0.00461377,122.766,1099
400,9.5,0.0254,31.7,0.00461377,124.756,1100
500,9.5,0.0254,31.7,0.00461377,126.886,1101
630,9.5,0.0254,31.7,0.00461377,129.006,1102
800,9.5,0.0254,31.7,0.00461377,130.746,1103
1000,9.5,0.0254,31.7,0.00461377,131.346,1104
1250,9.5,0.0254,31.7,0.00461377,131.446,1105
1600,9.5,0.0254,31.7,0.00461377,131.036,1106
2000,9.5,0.0254,31.7,0.00461377,130.496,1107
2500,9.5,0.0254,31.7,0.00461377,130.086,1108
3150,9.5,0.0254,31.7,0.00461377,128.536,1109
4000,9.5,0.0254,31.7,0.00461377,126.736,1110
5000,9.5,0.0254,31.7,0.00461377,124.426,1111
6300,9.5,0.0254,31.7,0.00461377,120.726,1112
250,12.7,0.0254,71.3,0.0121808,119.698,1113
315,12.7,0.0254,71.3,0.0121808,122.938,1114
400,12.7,0.0254,71.3,0.0121808,125.048,1115
500,12.7,0.0254,71.3,0.0121808,126.898,1116
630,12.7,0.0254,71.3,0.0121808,128.878,1117
800,12.7,0.0254,71.3,0.0121808,130.348,1118
1000,12.7,0.0254,71.3,0.0121808,131.698,1119
1250,12.7,0.0254,71.3,0.0121808,133.048,1120
1600,12.7,0.0254,71.3,0.0121808,134.528,1121
2000,12.7,0.0254,71.3,0.0121808,134.228,1122
2500,12.7,0.0254,71.3,0.0121808,134.058,1123
3150,12.7,0.0254,71.3,0.0121808,133.758,1124
4000,12.7,0.0254,71.3,0.0121808,131.808,1125
5000,12.7,0.0254,71.3,0.0121808,128.978,1126
6300,12.7,0.0254,71.3,0.0121808,125.398,1127
8000,12.7,0.0254,71.3,0.0121808,120.538,1128
10000,12.7,0.0254,71.3,0.0121808,114.418,1129
250,12.7,0.0254,39.6,0.0130253,121.547,1130
315,12.7,0.0254,39.6,0.0130253,123.537,1131
400,12.7,0.0254,39.6,0.0130253,125.527,1132
500,12.7,0.0254,39.6,0.0130253,127.127,1133
630,12.7,0.0254,39.6,0.0130253,128.867,1134
800,12.7,0.0254,39.6,0.0130253,130.217,1135
1000,12.7,0.0254,39.6,0.0130253,130.947,1136
1250,12.7,0.0254,39.6,0.0130253,130.777,1137
1600,12.7,0.0254,39.6,0.0130253,129.977,1138
2000,12.7,0.0254,39.6,0.0130253,129.567,1139
2500,12.7,0.0254,39.6,0.0130253,129.027,1140
3150,12.7,0.0254,39.6,0.0130253,127.847,1141
4000,12.7,0.0254,39.6,0.0130253,126.537,1142
5000,12.7,0.0254,39.6,0.0130253,125.107,1143
6300,12.7,0.0254,39.6,0.0130253,123.177,1144
8000,12.7,0.0254,39.6,0.0130253,120.607,1145
10000,12.7,0.0254,39.6,0.0130253,116.017,1146
200,17.4,0.0254,71.3,0.016104,112.506,1147
250,17.4,0.0254,71.3,0.016104,113.796,1148
315,17.4,0.0254,71.3,0.016104,115.846,1149
400,17.4,0.0254,71.3,0.016104,117.396,1150
500,17.4,0.0254,71.3,0.016104,119.806,1151
630,17.4,0.0254,71.3,0.016104,122.606,1152
800,17.4,0.0254,71.3,0.016104,124.276,1153
1000,17.4,0.0254,71.3,0.016104,125.816,1154
1250,17.4,0.0254,71.3,0.016104,126.356,1155
1600,17.4,0.0254,71.3,0.016104,126.406,1156
2000,17.4,0.0254,71.3,0.016104,126.826,1157
2500,17.4,0.0254,71.3,0.016104,126.746,1158
3150,17.4,0.0254,71.3,0.016104,126.536,1159
4000,17.4,0.0254,71.3,0.016104,125.586,1160
5000,17.4,0.0254,71.3,0.016104,123.126,1161
6300,17.4,0.0254,71.3,0.016104,119.916,1162
8000,17.4,0.0254,71.3,0.016104,115.466,1163
200,17.4,0.0254,55.5,0.0165706,109.951,1164
250,17.4,0.0254,55.5,0.0165706,110.491,1165
315,17.4,0.0254,55.5,0.0165706,111.911,1166
400,17.4,0.0254,55.5,0.0165706,115.461,1167
500,17.4,0.0254,55.5,0.0165706,119.621,1168
630,17.4,0.0254,55.5,0.0165706,122.411,1169
800,17.4,0.0254,55.5,0.0165706,123.091,1170
1000,17.4,0.0254,55.5,0.0165706,126.001,1171
1250,17.4,0.0254,55.5,0.0165706,129.301,1172
1600,17.4,0.0254,55.5,0.0165706,126.471,1173
2000,17.4,0.0254,55.5,0.0165706,125.261,1174
2500,17.4,0.0254,55.5,0.0165706,124.931,1175
3150,17.4,0.0254,55.5,0.0165706,124.101,1176
4000,17.4,0.0254,55.5,0.0165706,121.771,1177
5000,17.4,0.0254,55.5,0.0165706,118.941,1178
6300,17.4,0.0254,55.5,0.0165706,114.861,1179
200,17.4,0.0254,39.6,0.0172206,114.044,1180
250,17.4,0.0254,39.6,0.0172206,114.714,1181
315,17.4,0.0254,39.6,0.0172206,115.144,1182
400,17.4,0.0254,39.6,0.0172206,115.444,1183
500,17.4,0.0254,39.6,0.0172206,117.514,1184
630,17.4,0.0254,39.6,0.0172206,124.514,1185
800,17.4,0.0254,39.6,0.0172206,135.324,1186
1000,17.4,0.0254,39.6,0.0172206,138.274,1187
1250,17.4,0.0254,39.6,0.0172206,131.364,1188
1600,17.4,0.0254,39.6,0.0172206,127.614,1189
2000,17.4,0.0254,39.6,0.0172206,126.644,1190
2500,17.4,0.0254,39.6,0.0172206,124.154,1191
3150,17.4,0.0254,39.6,0.0172206,123.564,1192
4000,17.4,0.0254,39.6,0.0172206,122.724,1193
5000,17.4,0.0254,39.6,0.0172206,119.854,1194
200,17.4,0.0254,31.7,0.0176631,116.146,1195
250,17.4,0.0254,31.7,0.0176631,116.956,1196
315,17.4,0.0254,31.7,0.0176631,118.416,1197
400,17.4,0.0254,31.7,0.0176631,120.766,1198
500,17.4,0.0254,31.7,0.0176631,127.676,1199
630,17.4,0.0254,31.7,0.0176631,136.886,1200
800,17.4,0.0254,31.7,0.0176631,139.226,1201
1000,17.4,0.0254,31.7,0.0176631,131.796,1202
1250,17.4,0.0254,31.7,0.0176631,128.306,1203
1600,17.4,0.0254,31.7,0.0176631,126.846,1204
2000,17.4,0.0254,31.7,0.0176631,124.356,1205
2500,17.4,0.0254,31.7,0.0176631,124.166,1206
3150,17.4,0.0254,31.7,0.0176631,123.466,1207
4000,17.4,0.0254,31.7,0.0176631,121.996,1208
5000,17.4,0.0254,31.7,0.0176631,117.996,1209
315,22.2,0.0254,71.3,0.0214178,115.857,1210
400,22.2,0.0254,71.3,0.0214178,117.927,1211
500,22.2,0.0254,71.3,0.0214178,117.967,1212
630,22.2,0.0254,71.3,0.0214178,120.657,1213
800,22.2,0.0254,71.3,0.0214178,123.227,1214
1000,22.2,0.0254,71.3,0.0214178,134.247,1215
1250,22.2,0.0254,71.3,0.0214178,140.987,1216
1600,22.2,0.0254,71.3,0.0214178,131.817,1217
2000,22.2,0.0254,71.3,0.0214178,127.197,1218
2500,22.2,0.0254,71.3,0.0214178,126.097,1219
3150,22.2,0.0254,71.3,0.0214178,124.127,1220
4000,22.2,0.0254,71.3,0.0214178,123.917,1221
5000,22.2,0.0254,71.3,0.0214178,125.727,1222
6300,22.2,0.0254,71.3,0.0214178,123.127,1223
8000,22.2,0.0254,71.3,0.0214178,121.657,1224
200,22.2,0.0254,39.6,0.0229028,116.066,1225
250,22.2,0.0254,39.6,0.0229028,117.386,1226
315,22.2,0.0254,39.6,0.0229028,120.716,1227
400,22.2,0.0254,39.6,0.0229028,123.416,1228
500,22.2,0.0254,39.6,0.0229028,129.776,1229
630,22.2,0.0254,39.6,0.0229028,137.026,1230
800,22.2,0.0254,39.6,0.0229028,137.076,1231
1000,22.2,0.0254,39.6,0.0229028,128.416,1232
1250,22.2,0.0254,39.6,0.0229028,126.446,1233
1600,22.2,0.0254,39.6,0.0229028,122.216,1234
2000,22.2,0.0254,39.6,0.0229028,121.256,1235
2500,22.2,0.0254,39.6,0.0229028,121.306,1236
3150,22.2,0.0254,39.6,0.0229028,120.856,1237
4000,22.2,0.0254,39.6,0.0229028,119.646,1238
5000,22.2,0.0254,39.6,0.0229028,118.816,1239
630,0.0,0.1016,71.3,0.00121072,124.155,1240
800,0.0,0.1016,71.3,0.00121072,126.805,1241
1000,0.0,0.1016,71.3,0.00121072,128.825,1242
1250,0.0,0.1016,71.3,0.00121072,130.335,1243
1600,0.0,0.1016,71.3,0.00121072,131.725,1244
2000,0.0,0.1016,71.3,0.00121072,132.095,1245
2500,0.0,0.1016,71.3,0.00121072,132.595,1246
3150,0.0,0.1016,71.3,0.00121072,131.955,1247
4000,0.0,0.1016,71.3,0.00121072,130.935,1248
5000,0.0,0.1016,71.3,0.00121072,130.795,1249
6300,0.0,0.1016,71.3,0.00121072,129.395,1250
8000,0.0,0.1016,71.3,0.00121072,125.465,1251
10000,0.0,0.1016,71.3,0.00121072,123.305,1252
12500,0.0,0.1016,71.3,0.00121072,119.375,1253
630,0.0,0.1016,55.5,0.00131983,126.17,1254
800,0.0,0.1016,55.5,0.00131983,127.92,1255
1000,0.0,0.1016,55.5,0.00131983,129.8,1256
1250,0.0,0.1016,55.5,0.00131983,131.43,1257
1600,0.0,0.1016,55.5,0.00131983,132.05,1258
2000,0.0,0.1016,55.5,0.00131983,132.54,1259
2500,0.0,0.1016,55.5,0.00131983,133.04,1260
3150,0.0,0.1016,55.5,0.00131983,131.78,1261
4000,0.0,0.1016,55.5,0.00131983,129.5,1262
5000,0.0,0.1016,55.5,0.00131983,128.36,1263
6300,0.0,0.1016,55.5,0.00131983,127.73,1264
8000,0.0,0.1016,55.5,0.00131983,124.45,1265
10000,0.0,0.1016,55.5,0.00131983,121.93,1266
12500,0.0,0.1016,55.5,0.00131983,119.91,1267
630,0.0,0.1016,39.6,0.00146332,125.401,1268
800,0.0,0.1016,39.6,0.00146332,128.401,1269
1000,0.0,0.1016,39.6,0.00146332,130.781,1270
1250,0.0,0.1016,39.6,0.00146332,132.271,1271
1600,0.0,0.1016,39.6,0.00146332,133.261,1272
2000,0.0,0.1016,39.6,0.00146332,133.251,1273
2500,0.0,0.1016,39.6,0.00146332,132.611,1274
3150,0.0,0.1016,39.6,0.00146332,130.961,1275
4000,0.0,0.1016,39.6,0.00146332,127.801,1276
5000,0.0,0.1016,39.6,0.00146332,126.021,1277
6300,0.0,0.1016,39.6,0.00146332,125.631,1278
8000,0.0,0.1016,39.6,0.00146332,122.341,1279
10000,0.0,0.1016,39.6,0.00146332,119.561,1280
630,0.0,0.1016,31.7,0.00150092,126.413,1281
800,0.0,0.1016,31.7,0.00150092,129.053,1282
1000,0.0,0.1016,31.7,0.00150092,131.313,1283
1250,0.0,0.1016,31.7,0.00150092,133.063,1284
1600,0.0,0.1016,31.7,0.00150092,133.553,1285
2000,0.0,0.1016,31.7,0.00150092,133.153,1286
2500,0.0,0.1016,31.7,0.00150092,132.003,1287
3150,0.0,0.1016,31.7,0.00150092,129.973,1288
4000,0.0,0.1016,31.7,0.00150092,126.933,1289
5000,0.0,0.1016,31.7,0.00150092,124.393,1290
6300,0.0,0.1016,31.7,0.00150092,124.253,1291
8000,0.0,0.1016,31.7,0.00150092,120.193,1292
10000,0.0,0.1016,31.7,0.00150092,115.893,1293
800,3.3,0.1016,71.3,0.00202822,131.074,1294
1000,3.3,0.1016,71.3,0.00202822,131.434,1295
1250,3.3,0.1016,71.3,0.00202822,132.304,1296
1600,3.3,0.1016,71.3,0.00202822,133.664,1297
2000,3.3,0.1016,71.3,0.00202822,134.034,1298
2500,3.3,0.1016,71.3,0.00202822,133.894,1299
3150,3.3,0.1016,71.3,0.00202822,132.114,1300
4000,3.3,0.1016,71.3,0.00202822,128.704,1301
5000,3.3,0.1016,71.3,0.00202822,127.054,1302
6300,3.3,0.1016,71.3,0.00202822,124.904,1303
8000,3.3,0.1016,71.3,0.00202822,121.234,1304
10000,3.3,0.1016,71.3,0.00202822,116.694,1305
630,3.3,0.1016,55.5,0.002211,126.599,1306
800,3.3,0.1016,55.5,0.002211,129.119,1307
1000,3.3,0.1016,55.5,0.002211,131.129,1308
1250,3.3,0.1016,55.5,0.002211,132.769,1309
1600,3.3,0.1016,55.5,0.002211,133.649,1310
2000,3.3,0.1016,55.5,0.002211,133.649,1311
2500,3.3,0.1016,55.5,0.002211,132.889,1312
3150,3.3,0.1016,55.5,0.002211,130.629,1313
4000,3.3,0.1016,55.5,0.002211,127.229,1314
5000,3.3,0.1016,55.5,0.002211,124.839,1315
6300,3.3,0.1016,55.5,0.002211,123.839,1316
8000,3.3,0.1016,55.5,0.002211,120.569,1317
10000,3.3,0.1016,55.5,0.002211,115.659,1318
630,3.3,0.1016,39.6,0.00245138,127.251,1319
800,3.3,0.1016,39.6,0.00245138,129.991,1320
1000,3.3,0.1016,39.6,0.00245138,131.971,1321
1250,3.3,0.1016,39.6,0.00245138,133.211,1322
1600,3.3,0.1016,39.6,0.00245138,133.071,1323
2000,3.3,0.1016,39.6,0.00245138,132.301,1324
2500,3.3,0.1016,39.6,0.00245138,130.791,1325
3150,3.3,0.1016,39.6,0.00245138,128.401,1326
4000,3.3,0.1016,39.6,0.00245138,124.881,1327
5000,3.3,0.1016,39.6,0.00245138,122.371,1328
6300,3.3,0.1016,39.6,0.00245138,120.851,1329
8000,3.3,0.1016,39.6,0.00245138,118.091,1330
10000,3.3,0.1016,39.6,0.00245138,115.321,1331
630,3.3,0.1016,31.7,0.00251435,128.952,1332
800,3.3,0.1016,31.7,0.00251435,131.362,1333
1000,3.3,0.1016,31.7,0.00251435,133.012,1334
1250,3.3,0.1016,31.7,0.00251435,134.022,1335
1600,3.3,0.1016,31.7,0.00251435,133.402,1336
2000,3.3,0.1016,31.7,0.00251435,131.642,1337
2500,3.3,0.1016,31.7,0.00251435,130.392,1338
3150,3.3,0.1016,31.7,0.00251435,128.252,1339
4000,3.3,0.1016,31.7,0.00251435,124.852,1340
5000,3.3,0.1016,31.7,0.00251435,122.082,1341
6300,3.3,0.1016,31.7,0.00251435,120.702,1342
8000,3.3,0.1016,31.7,0.00251435,117.432,1343
630,6.7,0.1016,71.3,0.00478288,131.448,1344
800,6.7,0.1016,71.3,0.00478288,134.478,1345
1000,6.7,0.1016,71.3,0.00478288,136.758,1346
1250,6.7,0.1016,71.3,0.00478288,137.658,1347
1600,6.7,0.1016,71.3,0.00478288,136.678,1348
2000,6.7,0.1016,71.3,0.00478288,134.568,1349
2500,6.7,0.1016,71.3,0.00478288,131.458,1350
3150,6.7,0.1016,71.3,0.00478288,124.458,1351
500,6.7,0.1016,55.5,0.0052139,129.343,1352
630,6.7,0.1016,55.5,0.0052139,133.023,1353
800,6.7,0.1016,55.5,0.0052139,135.953,1354
1000,6.7,0.1016,55.5,0.0052139,137.233,1355
1250,6.7,0.1016,55.5,0.0052139,136.883,1356
1600,6.7,0.1016,55.5,0.0052139,133.653,1357
2000,6.7,0.1016,55.5,0.0052139,129.653,1358
2500,6.7,0.1016,55.5,0.0052139,124.273,1359
400,6.7,0.1016,39.6,0.00578076,128.295,1360
500,6.7,0.1016,39.6,0.00578076,130.955,1361
630,6.7,0.1016,39.6,0.00578076,133.355,1362
800,6.7,0.1016,39.6,0.00578076,134.625,1363
1000,6.7,0.1016,39.6,0.00578076,134.515,1364
1250,6.7,0.1016,39.6,0.00578076,132.395,1365
1600,6.7,0.1016,39.6,0.00578076,127.375,1366
2000,6.7,0.1016,39.6,0.00578076,122.235,1367
315,6.7,0.1016,31.7,0.00592927,126.266,1368
400,6.7,0.1016,31.7,0.00592927,128.296,1369
500,6.7,0.1016,31.7,0.00592927,130.206,1370
630,6.7,0.1016,31.7,0.00592927,132.116,1371
800,6.7,0.1016,31.7,0.00592927,132.886,1372
1000,6.7,0.1016,31.7,0.00592927,131.636,1373
1250,6.7,0.1016,31.7,0.00592927,129.256,1374
1600,6.7,0.1016,31.7,0.00592927,124.346,1375
2000,6.7,0.1016,31.7,0.00592927,120.446,1376
200,8.9,0.1016,71.3,0.0103088,133.503,1377
250,8.9,0.1016,71.3,0.0103088,134.533,1378
315,8.9,0.1016,71.3,0.0103088,136.583,1379
400,8.9,0.1016,71.3,0.0103088,138.123,1380
500,8.9,0.1016,71.3,0.0103088,138.523,1381
630,8.9,0.1016,71.3,0.0103088,138.423,1382
800,8.9,0.1016,71.3,0.0103088,137.813,1383
1000,8.9,0.1016,71.3,0.0103088,135.433,1384
1250,8.9,0.1016,71.3,0.0103088,132.793,1385
1600,8.9,0.1016,71.3,0.0103088,128.763,1386
2000,8.9,0.1016,71.3,0.0103088,124.233,1387
2500,8.9,0.1016,71.3,0.0103088,123.623,1388
3150,8.9,0.1016,71.3,0.0103088,123.263,1389
4000,8.9,0.1016,71.3,0.0103088,120.243,1390
5000,8.9,0.1016,71.3,0.0103088,116.723,1391
6300,8.9,0.1016,71.3,0.0103088,117.253,1392
200,8.9,0.1016,39.6,0.0124596,133.42,1393
250,8.9,0.1016,39.6,0.0124596,134.34,1394
315,8.9,0.1016,39.6,0.0124596,135.38,1395
400,8.9,0.1016,39.6,0.0124596,135.54,1396
500,8.9,0.1016,39.6,0.0124596,133.79,1397
630,8.9,0.1016,39.6,0.0124596,131.92,1398
800,8.9,0.1016,39.6,0.0124596,130.94,1399
1000,8.9,0.1016,39.6,0.0124596,129.58,1400
1250,8.9,0.1016,39.6,0.0124596,127.71,1401
1600,8.9,0.1016,39.6,0.0124596,123.82,1402
2000,8.9,0.1016,39.6,0.0124596,119.04,1403
2500,8.9,0.1016,39.6,0.0124596,119.19,1404
3150,8.9,0.1016,39.6,0.0124596,119.35,1405
4000,8.9,0.1016,39.6,0.0124596,116.22,1406
5000,8.9,0.1016,39.6,0.0124596,113.08,1407
6300,8.9,0.1016,39.6,0.0124596,113.11,1408
200,12.3,0.1016,71.3,0.0337792,130.588,1409
250,12.3,0.1016,71.3,0.0337792,131.568,1410
315,12.3,0.1016,71.3,0.0337792,137.068,1411
400,12.3,0.1016,71.3,0.0337792,139.428,1412
500,12.3,0.1016,71.3,0.0337792,140.158,1413
630,12.3,0.1016,71.3,0.0337792,135.368,1414
800,12.3,0.1016,71.3,0.0337792,127.318,1415
1000,12.3,0.1016,71.3,0.0337792,127.928,1416
1250,12.3,0.1016,71.3,0.0337792,126.648,1417
1600,12.3,0.1016,71.3,0.0337792,124.748,1418
2000,12.3,0.1016,71.3,0.0337792,122.218,1419
2500,12.3,0.1016,71.3,0.0337792,121.318,1420
3150,12.3,0.1016,71.3,0.0337792,120.798,1421
4000,12.3,0.1016,71.3,0.0337792,118.018,1422
5000,12.3,0.1016,71.3,0.0337792,116.108,1423
6300,12.3,0.1016,71.3,0.0337792,113.958,1424
200,12.3,0.1016,55.5,0.0368233,132.304,1425
250,12.3,0.1016,55.5,0.0368233,133.294,1426
315,12.3,0.1016,55.5,0.0368233,135.674,1427
400,12.3,0.1016,55.5,0.0368233,136.414,1428
500,12.3,0.1016,55.5,0.0368233,133.774,1429
630,12.3,0.1016,55.5,0.0368233,124.244,1430
800,12.3,0.1016,55.5,0.0368233,125.114,1431
1000,12.3,0.1016,55.5,0.0368233,125.484,1432
1250,12.3,0.1016,55.5,0.0368233,124.214,1433
1600,12.3,0.1016,55.5,0.0368233,121.824,1434
2000,12.3,0.1016,55.5,0.0368233,118.564,1435
2500,12.3,0.1016,55.5,0.0368233,117.054,1436
3150,12.3,0.1016,55.5,0.0368233,116.914,1437
4000,12.3,0.1016,55.5,0.0368233,114.404,1438
5000,12.3,0.1016,55.5,0.0368233,112.014,1439
6300,12.3,0.1016,55.5,0.0368233,110.124,1440
200,12.3,0.1016,39.6,0.0408268,128.545,1441
250,12.3,0.1016,39.6,0.0408268,129.675,1442
315,12.3,0.1016,39.6,0.0408268,129.415,1443
400,12.3,0.1016,39.6,0.0408268,128.265,1444
500,12.3,0.1016,39.6,0.0408268,122.205,1445
630,12.3,0.1016,39.6,0.0408268,121.315,1446
800,12.3,0.1016,39.6,0.0408268,122.315,1447
1000,12.3,0.1016,39.6,0.0408268,122.435,1448
1250,12.3,0.1016,39.6,0.0408268,121.165,1449
1600,12.3,0.1016,39.6,0.0408268,117.875,1450
2000,12.3,0.1016,39.6,0.0408268,114.085,1451
2500,12.3,0.1016,39.6,0.0408268,113.315,1452
3150,12.3,0.1016,39.6,0.0408268,113.055,1453
4000,12.3,0.1016,39.6,0.0408268,110.905,1454
5000,12.3,0.1016,39.6,0.0408268,108.625,1455
6300,12.3,0.1016,39.6,0.0408268,107.985,1456
200,12.3,0.1016,31.7,0.0418756,124.987,1457
250,12.3,0.1016,31.7,0.0418756,125.857,1458
315,12.3,0.1016,31.7,0.0418756,124.717,1459
400,12.3,0.1016,31.7,0.0418756,123.207,1460
500,12.3,0.1016,31.7,0.0418756,118.667,1461
630,12.3,0.1016,31.7,0.0418756,119.287,1462
800,12.3,0.1016,31.7,0.0418756,120.037,1463
1000,12.3,0.1016,31.7,0.0418756,119.777,1464
1250,12.3,0.1016,31.7,0.0418756,118.767,1465
1600,12.3,0.1016,31.7,0.0418756,114.477,1466
2000,12.3,0.1016,31.7,0.0418756,110.447,1467
2500,12.3,0.1016,31.7,0.0418756,110.317,1468
3150,12.3,0.1016,31.7,0.0418756,110.307,1469
4000,12.3,0.1016,31.7,0.0418756,108.407,1470
5000,12.3,0.1016,31.7,0.0418756,107.147,1471
6300,12.3,0.1016,31.7,0.0418756,107.267,1472
200,15.6,0.1016,71.3,0.0437259,130.898,1473
250,15.6,0.1016,71.3,0.0437259,132.158,1474
315,15.6,0.1016,71.3,0.0437259,133.808,1475
400,15.6,0.1016,71.3,0.0437259,134.058,1476
500,15.6,0.1016,71.3,0.0437259,130.638,1477
630,15.6,0.1016,71.3,0.0437259,122.288,1478
800,15.6,0.1016,71.3,0.0437259,124.188,1479
1000,15.6,0.1016,71.3,0.0437259,124.438,1480
1250,15.6,0.1016,71.3,0.0437259,123.178,1481
1600,15.6,0.1016,71.3,0.0437259,121.528,1482
2000,15.6,0.1016,71.3,0.0437259,119.888,1483
2500,15.6,0.1016,71.3,0.0437259,118.998,1484
3150,15.6,0.1016,71.3,0.0437259,116.468,1485
4000,15.6,0.1016,71.3,0.0437259,113.298,1486
200,15.6,0.1016,39.6,0.0528487,123.514,1487
250,15.6,0.1016,39.6,0.0528487,124.644,1488
