feature_temperature,feature_relative_humidity,feature_absolute_humidity,feature_hour_sin,feature_hour_cos,feature_dayofweek_sin,feature_dayofweek_cos,intermediate_sensor_co,intermediate_sensor_nmhc,intermediate_sensor_nox,intermediate_sensor_no2,intermediate_sensor_o3,target_co,target_benzene,target_nox,target_no2,split
21.4,68.5,1.7261,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,1002.0,854.0,818.0,1513.0,779.0,1.4,6.9,104.0,71.0,train
22.2,63.0,1.6673,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,865.0,694.0,989.0,1385.0,678.0,0.8,3.7,61.0,49.0,train
22.4,59.9,1.6069,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,824.0,615.0,1131.0,1336.0,601.0,0.5,2.4,,,train
21.1,63.8,1.5817,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,824.0,602.0,1138.0,1337.0,593.0,,2.2,54.0,44.0,train
22.9,57.5,1.5879,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,847.0,620.0,1085.0,1339.0,670.0,0.5,2.5,84.0,58.0,train
21.3,63.2,1.5794,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,961.0,828.0,892.0,1491.0,837.0,0.9,6.3,132.0,66.0,train
21.3,63.5,1.5941,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,1336.0,1340.0,540.0,2049.0,1400.0,3.2,21.6,422.0,112.0,train
23.7,54.4,1.5765,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,1251.0,1264.0,582.0,1897.0,1393.0,2.8,18.8,282.0,104.0,train
25.0,50.8,1.5903,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,1290.0,1244.0,604.0,1853.0,1415.0,2.7,18.1,293.0,103.0,train
26.3,48.1,1.6199,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1215.0,1141.0,631.0,1766.0,1285.0,2.4,14.8,334.0,118.0,train
26.4,47.3,1.6006,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,1248.0,1177.0,608.0,1784.0,1230.0,2.7,15.9,324.0,129.0,train
29.3,39.5,1.5855,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,1233.0,1184.0,610.0,1775.0,1147.0,2.8,16.1,294.0,127.0,train
29.0,39.6,1.5581,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,1229.0,1217.0,599.0,1795.0,1107.0,2.9,17.2,273.0,130.0,train
29.8,38.0,1.5642,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,1206.0,1175.0,618.0,1746.0,1068.0,2.6,15.8,275.0,130.0,train
30.4,37.2,1.588,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,1215.0,1150.0,608.0,1733.0,1115.0,2.6,15.1,282.0,118.0,train
31.5,34.9,1.5903,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1330.0,1264.0,586.0,1860.0,1362.0,3.2,18.9,323.0,146.0,train
31.6,34.8,1.5925,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,1446.0,1434.0,522.0,2075.0,1619.0,4.6,25.2,442.0,190.0,train
29.0,40.5,1.5949,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,1446.0,1458.0,501.0,2059.0,1572.0,4.9,26.1,431.0,189.0,train
27.2,45.9,1.6302,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,1421.0,1444.0,510.0,2056.0,1446.0,4.7,25.6,402.0,173.0,train
26.2,48.7,1.6256,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1247.0,1206.0,600.0,1785.0,1233.0,3.3,16.9,313.0,148.0,train
25.1,50.5,1.584,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1168.0,1070.0,667.0,1646.0,1102.0,2.3,12.6,228.0,116.0,train
24.1,50.7,1.4959,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1111.0,991.0,721.0,1559.0,1028.0,2.1,10.3,218.0,109.0,train
22.5,53.7,1.4486,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,1071.0,934.0,763.0,1504.0,942.0,1.7,8.9,179.0,94.0,train
22.7,53.7,1.458,0.0,1.0,-0.433883739117558,-0.9009688679024191,969.0,835.0,859.0,1437.0,773.0,1.0,6.5,97.0,64.0,train
21.5,57.9,1.4658,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,942.0,780.0,915.0,1419.0,737.0,0.9,5.3,83.0,59.0,train
22.3,55.8,1.4828,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,923.0,744.0,908.0,1394.0,815.0,0.7,4.6,80.0,64.0,train
22.7,53.8,1.4673,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,813.0,581.0,1176.0,1320.0,627.0,0.4,2.0,,,train
21.1,59.9,1.4789,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,851.0,618.0,1099.0,1351.0,642.0,0.4,2.5,66.0,52.0,train
20.4,63.0,1.4946,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,868.0,639.0,1093.0,1367.0,610.0,0.5,2.8,109.0,55.0,train
20.8,62.2,1.5119,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1062.0,915.0,792.0,1579.0,929.0,1.3,8.4,232.0,83.0,train
21.3,61.6,1.5452,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1418.0,1328.0,546.0,2017.0,1427.0,3.5,21.1,535.0,114.0,train
21.9,60.2,1.56,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1600.0,1641.0,440.0,2430.0,1776.0,5.5,34.0,684.0,137.0,train
23.0,56.4,1.5614,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,1583.0,1538.0,461.0,2214.0,1788.0,5.6,29.4,803.0,160.0,train
25.1,49.5,1.5572,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1338.0,1305.0,543.0,1929.0,1521.0,3.4,20.3,539.0,138.0,train
26.6,44.3,1.5229,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,1285.0,1252.0,581.0,1866.0,1293.0,3.2,18.4,364.0,134.0,train
26.2,46.0,1.5422,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1376.0,1359.0,530.0,1998.0,1435.0,3.7,22.3,422.0,143.0,train
25.4,48.7,1.5594,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,1467.0,1477.0,491.0,2114.0,1592.0,4.6,26.9,483.0,153.0,train
25.6,48.3,1.558,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,1442.0,1403.0,518.0,2026.0,1551.0,4.2,24.0,496.0,145.0,train
25.7,47.8,1.5548,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,1358.0,1277.0,563.0,1892.0,1429.0,3.3,19.3,403.0,123.0,train
24.9,49.2,1.5251,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1222.0,1133.0,624.0,1698.0,1195.0,2.7,14.5,282.0,96.0,train
18.3,75.4,1.5682,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1134.0,1017.0,724.0,1632.0,981.0,2.2,11.1,268.0,107.0,train
16.3,73.9,1.3601,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1120.0,993.0,725.0,1565.0,962.0,2.8,10.4,306.0,119.0,train
15.6,75.7,1.3345,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1103.0,997.0,736.0,1552.0,914.0,2.9,10.5,293.0,109.0,train
15.4,76.6,1.3334,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,985.0,805.0,895.0,1390.0,785.0,2.0,5.8,240.0,107.0,train
14.0,75.4,1.1988,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,795.0,596.0,1227.0,1188.0,482.0,0.7,2.2,93.0,57.0,train
14.9,60.5,1.0213,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,787.0,584.0,1317.0,1129.0,446.0,0.6,2.0,99.0,60.0,train
15.5,50.9,0.888,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,839.0,701.0,1128.0,1156.0,553.0,1.2,3.8,55.0,22.0,train
15.6,50.0,0.8773,0.0,1.0,-0.9749279121818236,-0.2225209339563146,835.0,705.0,1117.0,1161.0,592.0,1.2,3.9,19.0,2.0,train
15.4,53.6,0.9326,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,837.0,693.0,1096.0,1178.0,584.0,1.1,3.7,26.0,7.0,train
15.4,53.9,0.9334,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,761.0,563.0,1316.0,1106.0,451.0,0.6,1.7,26.0,8.0,train
15.3,52.4,0.9017,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,718.0,499.0,1495.0,1059.0,382.0,0.3,1.0,,,train
15.3,53.1,0.9181,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,724.0,495.0,1531.0,1071.0,391.0,0.3,1.0,42.0,27.0,train
15.4,53.7,0.9295,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,718.0,486.0,1531.0,1072.0,398.0,0.3,0.9,32.0,14.0,train
15.5,53.3,0.9308,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,744.0,525.0,1434.0,1097.0,430.0,0.4,1.3,25.0,3.0,train
15.4,52.7,0.9178,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,782.0,591.0,1287.0,1130.0,461.0,0.6,2.1,28.0,9.0,train
15.7,51.1,0.9056,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,798.0,619.0,1204.0,1138.0,500.0,0.7,2.5,41.0,14.0,train
16.9,47.7,0.9142,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,867.0,744.0,1067.0,1207.0,594.0,1.0,4.6,130.0,52.0,train
18.2,41.9,0.8674,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,862.0,729.0,1103.0,1171.0,603.0,1.1,4.3,173.0,64.0,train
19.1,37.0,0.8104,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,915.0,834.0,1006.0,1243.0,686.0,1.5,6.5,168.0,66.0,train
19.3,34.8,0.771,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,857.0,813.0,1040.0,1183.0,622.0,1.4,6.0,51.0,14.0,train
19.8,31.2,0.7127,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,837.0,812.0,1065.0,1171.0,624.0,1.4,6.0,31.0,9.0,train
19.8,31.1,0.7104,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,805.0,740.0,1161.0,1117.0,565.0,1.0,4.5,41.0,12.0,train
20.2,28.6,0.6717,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,781.0,705.0,1203.0,1068.0,514.0,0.9,3.9,41.0,14.0,train
22.1,24.8,0.6514,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,815.0,743.0,1183.0,1095.0,536.0,1.1,4.6,54.0,21.0,train
21.1,27.7,0.6853,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,877.0,844.0,1048.0,1193.0,669.0,1.3,6.7,112.0,43.0,train
20.1,30.3,0.7045,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,926.0,935.0,931.0,1262.0,786.0,1.8,8.9,178.0,62.0,train
19.5,33.0,0.7384,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,987.0,971.0,876.0,1312.0,891.0,2.4,9.8,218.0,68.0,train
19.3,32.3,0.7163,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1004.0,1007.0,848.0,1321.0,926.0,2.7,10.8,241.0,81.0,train
18.4,33.2,0.6975,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,897.0,875.0,937.0,1227.0,902.0,1.7,7.4,223.0,88.0,train
17.8,36.5,0.7366,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1002.0,989.0,840.0,1358.0,1011.0,2.2,10.3,279.0,99.0,train
17.8,39.9,0.8035,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,1126.0,1111.0,746.0,1473.0,1249.0,2.8,13.8,330.0,98.0,train
17.0,43.0,0.8242,0.0,1.0,-0.7818314824680299,0.6234898018587334,1067.0,1013.0,794.0,1350.0,1133.0,2.4,10.9,330.0,97.0,train
15.5,52.2,0.9136,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,1063.0,1040.0,739.0,1413.0,1166.0,2.5,11.7,341.0,101.0,train
15.6,51.9,0.9135,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,915.0,893.0,872.0,1287.0,953.0,1.4,7.8,205.0,90.0,train
13.5,59.4,0.9176,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,906.0,885.0,872.0,1304.0,912.0,1.4,7.7,,,train
13.4,59.9,0.9173,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,844.0,786.0,969.0,1226.0,831.0,,5.5,130.0,61.0,train
12.5,63.2,0.9146,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,816.0,739.0,999.0,1188.0,793.0,0.9,4.5,102.0,55.0,train
13.6,57.6,0.8941,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,768.0,671.0,1128.0,1153.0,700.0,0.6,3.3,79.0,46.0,train
12.2,63.2,0.8964,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,835.0,785.0,989.0,1224.0,780.0,1.0,5.4,148.0,56.0,train
14.6,56.4,0.9319,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,944.0,908.0,865.0,1321.0,931.0,1.6,8.2,261.0,83.0,train
19.8,38.6,0.8831,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,810.0,651.0,1170.0,1117.0,575.0,0.9,3.0,107.0,55.0,train
21.6,33.4,0.8519,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,819.0,655.0,1222.0,1104.0,507.0,0.9,3.0,103.0,47.0,train
22.0,32.2,0.8407,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,844.0,680.0,1147.0,1129.0,518.0,1.0,3.5,122.0,61.0,train
22.7,30.2,0.8217,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,846.0,688.0,1127.0,1138.0,518.0,1.0,3.6,127.0,58.0,train
22.3,30.4,0.8063,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,842.0,711.0,1077.0,1160.0,516.0,0.9,4.0,110.0,59.0,train
22.1,30.5,0.7981,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,840.0,722.0,1048.0,1169.0,507.0,0.9,4.2,98.0,54.0,train
22.1,29.5,0.7761,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,815.0,657.0,1166.0,1098.0,490.0,0.9,3.1,146.0,69.0,train
23.4,27.1,0.7681,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,838.0,685.0,1176.0,1121.0,465.0,0.9,3.5,119.0,54.0,train
23.1,27.0,0.7538,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,992.0,987.0,823.0,1327.0,781.0,2.7,10.3,234.0,95.0,train
21.5,31.4,0.7943,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,990.0,891.0,908.0,1278.0,765.0,2.2,7.8,261.0,99.0,train
20.3,35.5,0.833,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,1066.0,1004.0,795.0,1384.0,1006.0,3.3,10.7,371.0,127.0,train
19.6,36.3,0.8193,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,971.0,870.0,911.0,1287.0,798.0,2.1,7.3,266.0,98.0,train
18.7,39.7,0.8482,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,963.0,887.0,853.0,1311.0,938.0,1.8,7.7,268.0,112.0,train
18.0,42.7,0.8745,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,1010.0,925.0,829.0,1351.0,996.0,1.9,8.6,294.0,115.0,train
17.1,47.6,0.9208,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,1054.0,978.0,768.0,1398.0,1109.0,2.3,10.0,303.0,114.0,train
16.6,51.3,0.9634,0.0,1.0,0.0,1.0,998.0,920.0,802.0,1365.0,1042.0,1.9,8.5,241.0,103.0,train
15.9,55.2,0.9881,0.25881904510252074,0.9659258262890683,0.0,1.0,919.0,802.0,891.0,1265.0,940.0,1.3,5.8,142.0,81.0,train
14.9,58.9,0.9891,0.49999999999999994,0.8660254037844387,0.0,1.0,884.0,764.0,921.0,1247.0,900.0,1.0,5.0,110.0,75.0,train
14.1,61.0,0.9799,0.7071067811865475,0.7071067811865476,0.0,1.0,803.0,648.0,1079.0,1178.0,774.0,0.6,2.9,,,train
14.0,62.6,0.9948,0.8660254037844386,0.5000000000000001,0.0,1.0,820.0,674.0,1024.0,1188.0,790.0,0.6,3.4,104.0,64.0,train
14.1,61.7,0.9844,0.9659258262890683,0.25881904510252074,0.0,1.0,894.0,794.0,889.0,1266.0,908.0,0.9,5.6,179.0,71.0,train
14.4,60.3,0.9802,1.0,6.123233995736766e-17,0.0,1.0,988.0,941.0,801.0,1399.0,1035.0,1.5,9.0,361.0,99.0,train
15.0,57.7,0.9778,0.9659258262890683,-0.25881904510252063,0.0,1.0,1372.0,1477.0,542.0,1973.0,1556.0,5.5,26.9,799.0,132.0,train
16.9,50.3,0.958,0.8660254037844387,-0.4999999999999998,0.0,1.0,1209.0,1262.0,618.0,1708.0,1392.0,4.0,18.8,614.0,135.0,train
19.7,40.2,0.9108,0.7071067811865476,-0.7071067811865475,0.0,1.0,951.0,908.0,873.0,1314.0,904.0,1.8,8.2,275.0,94.0,train
22.2,33.6,0.8886,0.49999999999999994,-0.8660254037844387,0.0,1.0,992.0,943.0,847.0,1351.0,936.0,1.9,9.1,325.0,103.0,train
23.7,29.6,0.8537,0.258819045102521,-0.9659258262890682,0.0,1.0,964.0,947.0,862.0,1328.0,907.0,1.7,9.2,327.0,123.0,train
21.9,30.7,0.7961,1.2246467991473532e-16,-1.0,0.0,1.0,917.0,910.0,886.0,1275.0,744.0,1.6,8.3,252.0,95.0,train
22.3,29.5,0.7838,-0.2588190451025208,-0.9659258262890683,0.0,1.0,937.0,942.0,852.0,1276.0,773.0,1.9,9.1,226.0,90.0,train
23.8,27.0,0.7845,-0.4999999999999997,-0.8660254037844388,0.0,1.0,961.0,949.0,853.0,1306.0,812.0,1.6,9.2,230.0,99.0,train
23.3,28.3,0.8012,-0.7071067811865471,-0.7071067811865479,0.0,1.0,969.0,962.0,829.0,1316.0,856.0,1.8,9.6,244.0,107.0,train
24.2,27.2,0.8128,-0.8660254037844384,-0.5000000000000004,0.0,1.0,1020.0,1042.0,788.0,1401.0,927.0,2.0,11.8,251.0,112.0,train
25.1,25.8,0.8065,-0.9659258262890683,-0.25881904510252063,0.0,1.0,1107.0,1219.0,683.0,1582.0,1131.0,3.1,17.3,346.0,132.0,train
22.3,29.2,0.7773,-1.0,-1.8369701987210297e-16,0.0,1.0,1119.0,1233.0,670.0,1539.0,1270.0,3.9,17.8,407.0,148.0,train
20.8,32.5,0.7873,-0.9659258262890684,0.2588190451025203,0.0,1.0,1173.0,1322.0,633.0,1679.0,1365.0,4.3,20.9,490.0,158.0,train
19.1,36.8,0.8066,-0.8660254037844386,0.5000000000000001,0.0,1.0,1097.0,1144.0,702.0,1517.0,1274.0,3.5,14.9,434.0,145.0,train
18.1,39.9,0.8232,-0.7071067811865477,0.7071067811865474,0.0,1.0,1018.0,1024.0,758.0,1400.0,1169.0,2.4,11.3,345.0,128.0,train
17.4,42.8,0.8463,-0.5000000000000004,0.8660254037844384,0.0,1.0,932.0,914.0,837.0,1298.0,1000.0,1.5,8.4,192.0,105.0,train
16.7,46.6,0.8793,-0.25881904510252157,0.9659258262890681,0.0,1.0,897.0,849.0,891.0,1253.0,910.0,1.3,6.8,157.0,90.0,train
17.1,46.8,0.9054,0.0,1.0,0.7818314824680298,0.6234898018587336,840.0,758.0,994.0,1189.0,829.0,1.0,4.9,148.0,85.0,train
15.3,51.9,0.8982,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,802.0,680.0,1091.0,1137.0,756.0,0.8,3.5,105.0,73.0,train
15.0,52.8,0.8929,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,765.0,637.0,1138.0,1113.0,742.0,0.5,2.8,141.0,74.0,train
14.4,54.5,0.8887,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,741.0,595.0,1191.0,1080.0,686.0,0.4,2.1,,,train
12.8,59.8,0.8801,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,748.0,595.0,1208.0,1089.0,677.0,0.5,2.2,107.0,61.0,train
11.9,62.7,0.8726,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,791.0,704.0,1057.0,1154.0,748.0,0.7,3.9,166.0,69.0,train
12.1,62.6,0.8825,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,875.0,871.0,890.0,1253.0,890.0,1.2,7.3,241.0,82.0,train
13.5,58.2,0.8944,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1085.0,1164.0,707.0,1503.0,1155.0,2.4,15.5,368.0,120.0,train
14.4,55.7,0.9087,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,1268.0,1482.0,550.0,1849.0,1533.0,4.3,27.1,498.0,135.0,train
17.8,45.7,0.9224,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,1236.0,1332.0,601.0,1683.0,1550.0,4.1,21.3,641.0,152.0,train
21.0,37.2,0.9155,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1274.0,1294.0,615.0,1595.0,2236.0,3.7,19.9,667.0,177.0,train
24.5,29.8,0.9008,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,1250.0,1280.0,618.0,1663.0,2178.0,3.4,19.4,550.0,181.0,train
26.4,26.4,0.8969,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1224.0,1347.0,602.0,1670.0,1901.0,3.8,21.8,483.0,176.0,train
25.2,26.8,0.8451,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,1220.0,1344.0,605.0,1676.0,1743.0,4.1,21.7,524.0,163.0,train
26.1,24.8,0.8283,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1166.0,1265.0,640.0,1570.0,1502.0,3.4,18.9,481.0,174.0,train
26.2,24.4,0.8174,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,1050.0,1084.0,748.0,1402.0,1153.0,2.3,13.0,305.0,117.0,train
28.9,21.3,0.8382,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1174.0,1264.0,670.0,1598.0,1287.0,3.2,18.8,396.0,145.0,train
28.0,23.3,0.8681,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1323.0,1474.0,554.0,1854.0,1547.0,4.8,26.8,501.0,173.0,train
24.7,27.9,0.8559,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1432.0,1706.0,488.0,2098.0,1842.0,6.7,36.9,702.0,204.0,train
23.0,33.6,0.9302,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,1479.0,1756.0,466.0,2165.0,1908.0,7.5,39.3,755.0,209.0,train
20.9,45.8,1.1159,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1309.0,1379.0,555.0,1841.0,1693.0,4.5,23.1,524.0,175.0,train
19.8,48.6,1.113,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,1089.0,1037.0,707.0,1480.0,1336.0,2.1,11.6,247.0,129.0,train
19.8,47.7,1.0885,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,1009.0,911.0,788.0,1359.0,1177.0,1.5,8.3,196.0,111.0,train
18.6,49.1,1.0435,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,930.0,796.0,883.0,1263.0,977.0,1.1,5.7,135.0,85.0,train
17.2,53.9,1.0498,0.0,1.0,0.9749279121818236,-0.22252093395631434,929.0,805.0,879.0,1270.0,974.0,1.1,5.9,146.0,86.0,train
16.3,56.8,1.047,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,872.0,718.0,981.0,1223.0,872.0,0.9,4.1,106.0,71.0,train
17.4,53.4,1.0541,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,790.0,601.0,1150.0,1157.0,734.0,0.5,2.2,70.0,60.0,train
15.5,58.8,1.0309,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,793.0,581.0,1169.0,1152.0,668.0,0.4,2.0,,,train
14.6,62.1,1.0236,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,789.0,596.0,1145.0,1161.0,698.0,,2.2,62.0,48.0,train
17.1,52.5,1.013,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,769.0,586.0,1221.0,1134.0,650.0,0.4,2.0,60.0,45.0,train
15.2,58.3,0.9986,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,852.0,713.0,1029.0,1203.0,749.0,0.7,4.0,92.0,53.0,train
14.9,59.2,0.9985,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1100.0,1097.0,739.0,1516.0,1106.0,2.0,13.4,277.0,94.0,train
15.1,59.0,1.0086,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1326.0,1504.0,510.0,1968.0,1609.0,4.2,28.0,600.0,122.0,train
19.0,47.8,1.0434,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1433.0,1518.0,499.0,1973.0,1770.0,5.2,28.6,693.0,170.0,train
22.4,38.8,1.04,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1310.0,1334.0,573.0,1747.0,1633.0,3.8,21.4,617.0,174.0,train
25.4,33.3,1.0679,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,1304.0,1272.0,593.0,1673.0,1583.0,3.7,19.1,569.0,191.0,train
27.2,30.4,1.081,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,1286.0,1286.0,593.0,1728.0,1449.0,3.4,19.6,409.0,179.0,train
