feature_ambient_temperature,feature_exhaust_vacuum,feature_relative_humidity,intermediate_ambient_pressure,target_net_hourly_electrical_energy,ID_row
25.21,75.6,69.84,1017.19,445.84,4667
31.11,71.8,56.08,1010.81,437.2,4668
18.94,48.7,94.83,1008.5,451.38,4669
23.34,59.44,80.76,1012.67,445.24,4670
22.5,59.54,93.63,1007.99,445.22,4671
32.38,77.24,61.15,1007.7,430.96,4672
7.39,39.81,85.02,1019.45,482.99,4673
21.84,59.39,88.12,1015.77,442.11,4674
14.72,43.34,85.61,1013.07,464.22,4675
24.67,49.5,59.42,1013.62,455.31,4676
23.17,51.19,76.15,1009.5,441.77,4677
19.66,59.87,87.6,1018.75,446.28,4678
23.95,59.92,86.37,1010.15,435.92,4679
31.07,64.96,58.93,1005.2,428.63,4680
27.03,71.14,66.25,1010.33,430.41,4681
10.96,37.5,79.54,1013.46,471.05,4682
7.84,41.39,91.92,1018.21,485.66,4683
31.3,67.17,62.99,1007.27,433.53,4684
15.76,44.89,85.06,1010.33,459.67,4685
23.09,45.01,43.95,1012.25,453.45,4686
16.9,38.58,70.11,1014.09,459.87,4687
17.98,59.15,83.03,1012.09,451.97,4688
13.86,40.66,83.82,1017.15,463.49,4689
15.47,46.48,91.07,1007.69,462.58,4690
7.11,40.77,90.95,1022.4,475.55,4691
29.52,77.24,76.24,1008.55,433.82,4692
7.94,40.6,92.14,1015.3,486.33,4693
29.7,57.35,57.35,1005.63,433.27,4694
23.5,50.23,75.15,1017.51,457.51,4695
20.03,60.77,87.82,1017.23,449.31,4696
8.49,36.25,84.41,1029.7,480.35,4697
12.48,40.67,61.1,1011.24,475.96,4698
9.96,42.03,82.39,1017.78,477.85,4699
16.64,44.9,70.34,1021.02,460.93,4700
14.35,35.71,60.86,1016.1,468.9,4701
9.07,40.67,70.39,1014.41,484.5,4702
12.57,41.66,70.74,1009.11,475.61,4703
9.32,37.73,79.49,1022.14,477.91,4704
27.17,67.17,81.59,1006.76,431.73,4705
24.48,50.23,66.89,1017.03,456.02,4706
6.69,36.24,91.09,1013.35,483.82,4707
14.89,39.58,77.58,1012.26,465.95,4708
22.32,47.93,86.95,1004.07,440.21,4709
7.64,39.85,88.09,1012.78,481.53,4710
25.34,59.39,73.58,1014.02,439.8,4711
6.05,42.85,91.88,1013.09,485.02,4712
16.72,53.82,66.9,1015.46,458.25,4713
20.82,52.84,79.42,1004.13,449.59,4714
18.94,46.93,75.45,1010.22,441.41,4715
22.72,69.84,83.9,1005.96,436.7,4716
22.02,69.45,75.75,1013.84,440.26,4717
15.67,38.62,66.29,1015.76,463.17,4718
6.17,40.07,58.99,1013.7,495.21,4719
20.14,46.33,83.39,1013.24,453.35,4720
28.05,62.6,46.46,1017.01,449.73,4721
9.77,41.44,78.26,1017.69,481.74,4722
18.91,56.9,84.07,1006.98,448.24,4723
15.55,43.02,44.66,1011.97,466.2,4724
11.95,41.58,89.35,1015.83,464.57,4725
15.33,37.2,78.99,1013.4,466.81,4726
25.62,60.29,51.24,1017.81,444.94,4727
26.75,56.57,57.93,1013.76,443.92,4728
19.37,63.09,81.52,1018.79,450.18,4729
10.32,41.46,87.66,1017.98,479.61,4730
16.85,41.35,79.21,1006.14,463.37,4731
12.42,43.8,79.8,1023.13,466.59,4732
20.3,48.41,89.66,1007.48,446.68,4733
14.1,42.74,67.25,1026.92,466.1,4734
11.77,42.03,79.35,1017.63,472.22,4735
26.16,59.87,71.92,1013.24,446.73,4736
26.85,69.84,81.31,1002.84,426.58,4737
12.86,40.6,84.85,1013.6,472.04,4738
14.12,40.92,73.28,1022.46,459.76,4739
12.87,39.3,71.55,1019.26,471.48,4740
26.23,59.14,75.54,1016.98,437.85,4741
10.63,40.67,66.12,1017.13,483.27,4742
15.62,41.76,66.17,1023.82,459.72,4743
25.95,73.77,92.67,1001.35,432.21,4744
18.77,39.54,63.35,1009.39,458.58,4745
10.22,45.01,93.62,1018.27,474.32,4746
17.67,50.88,90.55,1015.64,456.16,4747
20.89,70.32,89.68,1011.22,442.5,4748
22.5,58.79,73.02,1017.48,443.35,4749
32.45,68.3,44.12,1015.26,431.79,4750
10.31,44.63,88.62,1020.55,471.78,4751
20.08,63.09,77.06,1019.0,448.74,4752
28.28,56.9,64.99,1006.38,445.61,4753
8.4,38.5,69.13,1013.67,486.5,4754
24.31,67.79,76.15,1010.64,444.72,4755
7.53,41.16,91.28,1023.19,475.7,4756
25.17,72.39,90.51,1001.69,432.45,4757
6.9,40.62,78.84,1018.48,479.97,4758
23.03,44.89,59.85,1010.26,447.81,4759
13.17,38.91,74.47,1016.55,470.63,4760
25.09,69.68,91.33,1012.18,439.77,4761
19.13,40.79,91.7,1004.47,457.83,4762
29.56,73.88,66.45,1005.77,436.6,4763
31.93,70.4,73.71,1005.27,432.29,4764
13.8,42.99,67.28,1007.16,470.93,4765
27.61,49.16,35.63,1005.01,441.18,4766
16.36,43.99,85.13,1021.34,465.81,4767
27.27,72.24,78.09,1010.69,432.35,4768
20.27,56.65,67.12,1020.75,454.29,4769
22.28,60.27,84.12,1018.98,443.44,4770
26.99,62.26,71.27,1011.13,436.89,4771
25.79,67.17,81.38,1007.89,440.75,4772
29.49,69.71,56.35,1009.34,440.99,4773
25.85,67.69,70.14,1007.7,434.0,4774
25.82,69.68,89.94,1012.69,439.58,4775
24.67,68.14,58.15,1004.96,438.4,4776
30.09,64.96,56.04,1001.29,430.3,4777
11.27,40.62,61.94,1017.03,471.26,4778
20.28,68.63,70.31,1012.42,454.36,4779
19.36,39.54,58.92,1008.97,458.75,4780
15.37,41.96,96.76,1011.58,466.02,4781
13.79,45.08,83.59,1023.3,465.69,4782
24.35,73.17,85.88,1012.2,435.66,4783
20.51,63.09,92.99,1016.39,445.86,4784
21.93,61.45,98.54,1008.92,443.91,4785
28.24,71.58,67.92,1010.1,434.01,4786
25.19,64.44,64.38,1014.75,444.35,4787
31.71,73.5,40.17,1010.63,430.45,4788
24.88,63.31,55.76,1014.23,441.54,4789
30.65,71.98,63.39,1004.92,429.85,4790
29.01,68.08,52.51,1010.74,427.91,4791
10.06,42.02,98.65,999.37,477.82,4792
14.66,41.92,68.88,1030.81,464.57,4793
26.12,68.51,68.96,1013.06,433.11,4794
23.92,61.87,54.16,1009.63,441.15,4795
21.88,59.39,87.19,1015.58,442.92,4796
16.0,42.86,81.74,1013.88,467.5,4797
24.74,59.21,74.2,1012.18,440.36,4798
6.93,40.67,71.16,1020.17,494.61,4799
12.26,39.96,79.06,1011.79,470.87,4800
14.44,40.8,56.59,1025.05,472.95,4801
11.85,42.07,93.45,1017.92,467.25,4802
21.35,57.76,73.1,1017.36,452.57,4803
27.31,65.12,45.98,1016.05,440.06,4804
23.59,43.77,55.98,1010.85,448.42,4805
11.94,40.66,96.11,1016.61,467.99,4806
24.97,50.23,56.79,1015.6,454.35,4807
24.78,57.19,65.4,1008.08,443.62,4808
8.18,43.69,88.16,1017.16,487.83,4809
13.75,40.66,93.31,1016.41,461.81,4810
15.52,43.7,76.27,1015.8,466.38,4811
14.98,43.99,83.34,1022.66,462.32,4812
13.42,40.78,77.51,1025.03,459.04,4813
24.05,72.24,88.94,1011.32,437.81,4814
29.75,74.87,56.5,1009.1,435.61,4815
17.89,42.42,65.08,1008.92,467.59,4816
27.84,72.39,83.46,1001.18,432.19,4817
18.24,58.46,86.92,1017.38,449.63,4818
12.0,41.17,58.71,1019.48,474.4,4819
12.23,43.69,84.4,1016.46,471.62,4820
22.67,64.15,70.49,1021.02,453.47,4821
16.73,37.2,74.04,1012.94,463.89,4822
21.65,56.89,66.07,1013.13,445.93,4823
21.18,45.01,48.05,1012.57,451.62,4824
21.06,67.07,84.09,1004.9,446.44,4825
13.88,48.79,79.4,1017.28,464.14,4826
19.08,46.93,75.21,1010.6,454.45,4827
17.48,40.89,62.45,1011.39,462.59,4828
16.23,43.69,68.9,1016.4,466.22,4829
24.99,60.37,74.87,1005.66,437.67,4830
12.53,44.03,84.2,1007.21,470.04,4831
18.3,37.2,68.09,1012.23,470.42,4832
7.51,41.66,78.31,1015.9,485.58,4833
28.66,77.95,69.07,1009.56,431.23,4834
25.6,63.9,53.19,1013.16,451.44,4835
12.75,39.85,62.37,1012.51,475.61,4836
17.19,58.86,85.97,1016.74,451.87,4837
30.51,60.75,51.0,1009.86,435.57,4838
8.23,40.77,90.59,1011.92,479.24,4839
10.17,40.1,91.9,1014.05,479.58,4840
27.04,73.67,77.45,1006.82,431.1,4841
10.74,40.92,94.97,1021.74,466.77,4842
21.96,58.79,87.32,1010.51,448.89,4843
23.14,62.26,66.44,1011.87,444.38,4844
27.41,69.98,65.49,1008.51,431.64,4845
25.61,67.69,68.76,1009.22,437.78,4846
18.55,61.87,65.3,1008.45,450.73,4847
30.55,66.25,63.52,1009.15,440.74,4848
24.4,41.1,38.75,1002.14,451.66,4849
25.17,68.08,60.87,1012.83,437.01,4850
22.1,65.06,71.5,1014.56,442.18,4851
11.48,42.02,94.76,1000.29,471.43,4852
24.04,59.43,76.98,1007.6,437.51,4853
12.74,41.38,56.67,1021.92,475.63,4854
20.65,57.5,87.45,1016.04,448.22,4855
9.6,41.03,69.03,1021.01,481.73,4856
28.61,69.84,67.74,1004.24,429.91,4857
16.58,37.64,81.59,1015.23,460.48,4858
16.81,38.52,75.21,1018.26,459.01,4859
5.46,40.81,93.52,1025.73,474.87,4860
23.19,49.82,70.52,1014.59,451.08,4861
11.86,40.27,72.91,1008.06,474.57,4862
20.36,66.05,87.19,1015.86,450.23,4863
25.14,63.47,70.27,1012.58,443.93,4864
28.42,75.23,56.8,1010.25,435.64,4865
10.96,45.01,95.82,1017.97,468.64,4866
18.48,52.05,68.2,1012.41,458.62,4867
16.48,41.35,89.07,1005.61,465.64,4868
14.04,40.2,89.54,1013.29,465.25,4869
22.24,41.1,42.6,1001.96,451.95,4870
11.77,40.71,72.49,1024.55,477.94,4871
32.41,58.9,45.33,1003.26,439.11,4872
17.8,62.26,89.81,1011.81,451.62,4873
19.08,59.15,81.82,1013.1,451.33,4874
11.72,40.35,83.98,1012.08,476.41,4875
27.92,68.12,49.8,1011.54,437.51,4876
22.73,66.75,84.06,1018.13,437.93,4877
30.67,72.86,52.72,1004.25,432.76,4878
26.81,61.47,68.34,1009.68,443.66,4879
15.39,39.31,66.67,1008.78,461.39,4880
22.92,61.9,78.32,1013.27,446.08,4881
29.53,71.43,57.41,1011.79,438.78,4882
32.84,68.14,43.88,1003.59,425.18,4883
15.78,41.48,52.17,1015.55,454.25,4884
6.65,40.69,89.84,1020.11,479.35,4885
14.64,53.82,60.59,1016.33,463.18,4886
15.12,41.79,82.35,1007.16,455.63,4887
28.36,69.88,84.17,1007.75,434.03,4888
24.27,74.93,73.81,1012.73,443.06,4889
27.77,51.43,69.01,1006.58,438.7,4890
11.17,39.72,81.4,1002.4,474.64,4891
23.71,67.17,90.2,1007.27,440.65,4892
28.12,73.42,80.16,1011.49,435.46,4893
19.17,52.9,65.23,1016.56,458.59,4894
19.67,44.89,73.88,1009.43,455.2,4895
18.5,46.93,66.81,1015.0,455.63,4896
16.36,39.99,72.48,1008.91,462.5,4897
22.43,63.76,75.27,1009.84,442.85,4898
30.8,73.56,75.78,1007.39,432.43,4899
22.07,60.08,71.23,1017.68,452.56,4900
15.51,41.76,69.55,1022.81,463.82,4901
29.78,69.71,67.46,1008.96,434.33,4902
9.61,39.04,75.66,1023.45,483.86,4903
31.99,53.53,53.53,1004.98,432.43,4904
29.72,74.78,55.25,1009.32,438.19,4905
15.47,43.13,50.5,1015.11,466.63,4906
4.62,38.44,73.14,1016.09,486.84,4907
15.61,41.2,75.28,1016.12,467.81,4908
7.35,41.66,79.67,1015.55,485.35,4909
23.77,61.87,54.83,1009.8,445.72,4910
10.88,44.63,86.81,1020.52,469.57,4911
12.99,43.8,64.65,1023.16,466.95,4912
22.99,46.93,49.42,1014.15,451.41,4913
24.38,58.2,51.61,1016.93,444.36,4914
25.14,69.13,85.67,1011.15,433.95,4915
13.21,40.03,82.98,1018.12,469.75,4916
13.56,39.18,63.82,1023.4,470.38,4917
10.6,41.46,89.02,1021.23,481.3,4918
12.78,41.04,85.14,1025.16,461.61,4919
27.44,66.56,69.28,1005.51,428.0,4920
23.09,51.19,81.61,1009.4,443.22,4921
20.87,57.19,77.0,1006.5,445.95,4922
14.58,42.07,86.14,1017.9,460.66,4923
22.12,69.71,90.22,1009.7,434.42,4924
16.73,65.94,90.19,1013.79,453.39,4925
14.92,41.16,83.7,1004.83,465.72,4926
21.38,65.12,68.02,1015.73,448.5,4927
10.55,41.92,91.23,1030.0,470.95,4928
3.31,39.42,84.31,1024.05,487.19,4929
16.23,43.52,76.3,1020.13,464.74,4930
27.86,65.18,55.53,1012.87,436.26,4931
13.63,43.22,72.85,1012.71,464.62,4932
6.91,37.49,82.07,1011.05,481.88,4933
8.62,39.54,82.86,1011.64,483.03,4934
8.51,42.32,84.89,1015.08,476.6,4935
31.3,70.79,54.37,1004.3,428.75,4936
16.0,43.02,39.2,1012.37,466.01,4937
11.44,44.2,84.9,1018.14,476.12,4938
5.15,45.87,98.36,1008.02,479.61,4939
24.88,63.91,77.75,1009.41,447.28,4940
27.52,74.67,72.01,1015.77,433.56,4941
32.89,66.44,60.55,1009.94,431.54,4942
9.98,39.66,77.78,1017.32,481.64,4943
25.42,74.22,88.55,1009.04,433.97,4944
26.04,52.84,65.18,1005.68,439.36,4945
16.0,48.78,88.64,1013.9,458.27,4946
14.4,40.2,90.5,1013.04,464.5,4947
21.71,60.77,85.07,1017.95,444.59,4948
27.72,69.88,72.25,1007.58,434.02,4949
9.34,38.08,67.74,1019.56,482.06,4950
31.12,68.14,67.36,1003.67,427.06,4951
12.14,44.85,60.04,1014.36,476.68,4952
12.24,40.96,78.74,1023.22,475.32,4953
25.67,69.88,83.32,1007.84,441.35,4954
28.6,61.86,62.13,1011.86,439.74,4955
33.63,70.4,53.6,1004.02,430.05,4956
20.23,57.76,81.26,1016.84,452.5,4957
13.3,50.59,92.96,1019.38,469.13,4958
20.77,45.87,76.22,1008.07,452.71,4959
20.0,56.53,75.94,1020.43,454.86,4960
7.34,40.72,80.08,1023.01,483.92,4961
21.71,65.27,63.58,1013.24,444.91,4962
25.16,58.82,72.62,1009.63,442.0,4963
17.35,39.39,67.67,1013.18,467.85,4964
21.6,66.86,54.19,1013.02,450.84,4965
9.89,40.64,98.35,1020.59,478.13,4966
13.32,44.9,78.64,1007.72,466.3,4967
24.8,50.23,63.13,1016.62,453.56,4968
26.38,44.89,51.79,1009.14,442.13,4969
19.93,57.25,89.34,1010.6,455.15,4970
9.33,36.3,79.23,1027.88,479.6,4971
13.85,45.08,83.85,1024.86,468.35,4972
24.51,62.08,57.44,1022.58,447.04,4973
27.78,68.67,59.17,1005.59,439.92,4974
23.85,52.3,70.95,1005.9,441.99,4975
13.75,40.89,82.8,1011.21,471.42,4976
34.2,68.14,56.09,1002.7,427.05,4977
19.04,68.28,86.16,1004.52,444.54,4978
24.85,67.9,64.55,1005.9,445.18,4979
22.51,66.49,63.03,1014.59,453.08,4980
26.88,60.96,57.9,1012.1,446.77,4981
15.48,47.83,81.68,1004.88,463.67,4982
23.56,73.67,87.1,1007.13,439.27,4983
19.43,52.9,61.12,1018.35,456.08,4984
29.97,67.9,61.6,1006.09,434.14,4985
18.97,50.59,74.9,1016.01,459.68,4986
21.37,81.56,81.56,1006.57,434.38,4987
20.09,61.27,70.71,1020.05,451.43,4988
22.41,66.56,88.71,1003.3,435.75,4989
24.51,68.63,45.1,1014.15,447.66,4990
26.01,74.33,81.22,1015.69,435.82,4991
28.32,68.12,46.75,1011.62,433.59,4992
13.68,45.08,85.26,1024.91,467.02,4993
8.83,41.14,94.36,1025.37,474.51,4994
24.75,58.79,71.97,1009.87,444.79,4995
30.64,74.87,59.01,1009.44,437.43,4996
26.68,49.02,68.01,1008.4,441.54,4997
23.38,48.6,69.19,1004.45,440.9,4998
23.48,70.79,88.57,1006.7,432.25,4999
14.03,49.15,83.65,1020.5,467.16,5000
24.26,47.93,70.44,1003.87,439.16,5001
13.08,42.32,83.72,1016.63,462.41,5002
23.78,69.71,83.17,1008.79,443.06,5003
27.71,75.23,59.75,1010.21,440.7,5004
21.97,65.61,73.29,1016.09,447.05,5005
15.54,41.23,83.73,995.45,463.06,5006
31.03,74.33,63.45,1011.55,429.35,5007
31.12,69.13,56.54,1009.61,429.41,5008
7.11,41.74,90.68,1022.35,487.85,5009
13.07,42.18,87.77,1014.98,461.71,5010
22.86,62.52,70.67,1016.23,447.96,5011
6.14,40.62,86.51,1015.71,481.66,5012
14.3,53.82,63.9,1016.64,465.42,5013
17.93,44.63,87.41,1003.54,458.96,5014
25.9,71.73,74.83,1010.18,434.84,5015
23.72,58.62,71.17,1016.32,447.13,5016
13.83,38.73,91.95,999.62,469.81,5017
21.71,76.86,76.86,1006.71,438.41,5018
28.76,66.56,62.41,1006.07,432.3,5019
15.28,43.71,81.24,1024.32,463.44,5020
13.95,38.73,83.94,1003.87,468.21,5021
22.19,58.49,77.03,1010.91,449.4,5022
22.75,58.86,67.34,1016.0,448.32,5023
28.52,64.96,70.79,1005.9,431.36,5024
23.9,61.47,81.05,1009.01,438.73,5025
31.88,70.36,57.51,1006.2,438.42,5026
10.4,42.44,93.48,1014.24,480.04,5027
21.31,49.39,71.35,1020.18,455.34,5028
29.72,71.97,79.25,1008.6,431.22,5029
20.92,49.15,49.76,1021.15,455.32,5030
13.48,40.35,69.44,1011.71,474.72,5031
21.36,58.95,78.87,1018.35,443.93,5032
6.75,39.9,87.42,1008.3,484.05,5033
18.11,58.95,89.17,1016.61,454.29,5034
26.2,71.73,76.14,1010.14,430.89,5035
22.89,80.25,80.25,1006.38,446.15,5036
26.12,63.94,44.81,1017.97,441.46,5037
9.84,40.22,85.38,1009.5,479.65,5038
14.13,48.92,78.06,1011.72,464.17,5039
9.05,36.3,74.85,1027.44,479.43,5040
22.21,60.77,84.96,1018.21,444.57,5041
18.73,40.12,74.12,1013.19,454.71,5042
10.53,40.64,98.43,1020.62,477.99,5043
21.47,58.79,76.97,1017.0,446.33,5044
6.03,41.17,84.2,1019.81,488.57,5045
23.55,65.12,66.65,1016.23,446.44,5046
9.26,40.78,88.48,1023.61,471.79,5047
14.18,42.99,73.21,1007.19,468.35,5048
6.67,39.37,73.56,1020.31,488.13,5049
24.1,71.97,91.27,1009.92,443.09,5050
25.35,72.99,84.09,1007.65,436.29,5051
23.21,58.49,74.34,1010.97,448.09,5052
11.44,43.13,63.88,1014.88,477.57,5053
12.75,40.64,83.17,1020.44,466.93,5054
30.01,68.27,51.67,1006.88,428.6,5055
27.18,61.41,46.11,1012.17,449.7,5056
8.3,43.13,83.11,1020.02,484.07,5057
26.2,71.73,74.99,1009.99,434.08,5058
22.4,68.31,83.5,1009.52,446.91,5059
14.66,43.13,46.31,1014.97,467.87,5060
24.96,70.47,76.48,1007.73,438.23,5061
26.5,66.05,61.34,1017.03,440.15,5062
24.39,58.41,80.93,1013.65,445.39,5063
3.91,35.47,86.03,1016.92,488.67,5064
14.8,44.92,91.67,1024.06,464.01,5065
10.22,39.64,63.05,1010.72,477.22,5066
13.48,41.92,65.96,1030.2,463.9,5067
17.83,43.72,78.72,1008.64,453.86,5068
31.63,65.74,50.59,1010.83,437.54,5069
23.16,69.94,68.68,1004.92,438.48,5070
21.7,64.69,78.37,1007.93,448.76,5071
13.92,41.16,83.89,1000.98,454.15,5072
12.22,41.2,81.22,1016.81,474.96,5073
21.62,58.59,67.05,1012.93,445.92,5074
9.3,38.18,71.51,1017.19,480.14,5075
32.55,70.94,43.15,1006.75,432.07,5076
13.32,38.73,88.48,1005.37,472.33,5077
19.83,59.44,91.24,1012.98,446.15,5078
22.16,64.63,68.47,1020.81,451.86,5079
15.81,58.59,90.03,1014.41,456.91,5080
24.46,68.61,76.66,1011.02,440.58,5081
29.1,73.4,57.31,1011.35,436.85,5082
24.37,70.02,71.97,1010.97,443.53,5083
7.48,38.5,77.35,1014.01,488.43,5084
8.58,40.72,87.55,1022.04,480.96,5085
19.69,56.65,71.54,1020.82,453.96,5086
18.14,43.56,47.1,1012.83,461.71,5087
18.21,39.54,70.92,1009.81,461.73,5088
27.07,77.95,76.64,1012.34,433.61,5089
15.62,38.28,77.01,1014.5,465.7,5090
25.61,47.43,54.51,1008.62,442.96,5091
15.41,42.44,86.74,1012.6,472.28,5092
20.0,63.31,63.1,1017.06,449.68,5093
25.87,57.32,44.13,1012.06,442.87,5094
14.43,38.91,70.26,1013.28,468.83,5095
9.14,38.91,89.88,1018.62,476.57,5096
25.24,68.28,78.17,1000.26,435.9,5097
27.06,43.77,42.61,1011.02,442.15,5098
18.06,52.08,100.09,1003.73,452.19,5099
23.15,58.79,82.49,1011.11,447.71,5100
25.38,74.67,81.34,1016.61,435.41,5101
30.65,65.18,42.32,1012.51,436.79,5102
8.49,43.69,85.63,1016.93,483.62,5103
29.86,69.34,61.27,1009.61,438.5,5104
29.12,66.56,49.79,1006.9,429.94,5105
10.35,38.38,74.55,1020.77,477.76,5106
30.3,73.9,55.13,1006.72,440.79,5107
21.31,46.97,62.57,1014.08,455.76,5108
15.17,54.3,72.11,1017.38,464.39,5109
11.87,40.55,94.11,1019.06,473.79,5110
24.1,68.61,74.87,1010.97,443.75,5111
23.92,73.17,92.33,1011.81,433.78,5112
13.0,48.79,85.23,1017.14,464.12,5113
24.14,41.1,38.49,1002.1,450.13,5114
30.19,66.54,61.43,1004.39,428.37,5115
22.08,69.94,72.86,1008.41,441.57,5116
26.86,72.58,88.39,1009.22,428.69,5117
13.55,40.1,81.48,1014.57,469.57,5118
13.18,43.8,61.21,1023.18,467.0,5119
7.2,40.35,95.59,1011.83,484.9,5120
11.37,41.5,88.82,1013.57,475.94,5121
13.93,39.64,82.64,1011.8,470.84,5122
10.32,40.35,84.05,1011.64,481.51,5123
16.32,50.88,97.19,1013.37,458.28,5124
4.16,35.47,88.49,1017.72,486.7,5125
28.26,72.43,72.3,1006.68,426.2,5126
29.0,69.68,66.09,1012.78,442.79,5127
31.63,68.3,42.02,1014.8,426.86,5128
28.19,68.08,43.93,1013.41,436.43,5129
13.93,40.2,89.86,1013.41,466.47,5130
30.92,80.18,72.47,1010.11,432.35,5131
19.89,69.48,86.73,1011.06,447.63,5132
25.86,76.2,69.35,1005.73,438.75,5133
10.81,44.63,88.29,1020.61,473.86,5134
18.26,69.94,97.39,1004.1,443.59,5135
18.61,63.09,83.08,1019.37,449.81,5136
25.34,65.61,57.51,1014.61,442.82,5137
21.28,70.72,86.22,1010.29,445.54,5138
12.88,43.8,59.18,1023.19,468.19,5139
33.68,68.14,56.05,1002.75,427.53,5140
8.66,44.68,95.45,1022.99,479.62,5141
8.26,40.96,89.22,1025.23,485.73,5142
9.03,40.71,81.94,1025.98,484.97,5143
14.85,39.39,76.27,1013.93,468.84,5144
3.21,38.44,86.34,1016.9,491.35,5145
15.71,39.3,62.28,1019.2,462.84,5146
26.52,43.77,46.98,1011.49,440.31,5147
14.18,40.69,74.88,1014.73,471.52,5148
13.89,45.08,82.29,1024.64,467.74,5149
10.12,41.78,73.47,1013.43,477.67,5150
21.12,63.91,96.14,1009.33,447.64,5151
26.68,63.73,71.55,1009.7,439.69,5152
19.65,62.1,77.82,1019.46,449.13,5153
23.47,69.71,88.83,1009.66,442.23,5154
16.71,40.55,81.64,1004.45,464.13,5155
5.21,35.79,94.35,1012.44,485.17,5156
28.13,68.12,44.71,1012.6,435.85,5157
12.14,45.0,89.2,1023.9,476.6,5158
23.7,69.23,73.18,1011.73,437.15,5159
29.52,75.33,70.64,1002.62,433.39,5160
13.49,41.78,63.34,1010.66,467.92,5161
28.24,65.74,64.87,1013.4,438.47,5162
16.48,68.28,99.89,1004.27,449.7,5163
14.01,42.74,68.31,1029.16,466.15,5164
24.56,66.75,77.47,1018.5,435.03,5165
28.94,71.64,69.24,1006.59,438.96,5166
19.71,43.43,65.71,1009.58,456.24,5167
11.06,41.5,89.8,1013.09,476.24,5168
22.99,60.77,78.47,1017.97,447.62,5169
19.87,48.14,81.56,1016.94,451.14,5170
23.77,59.21,80.08,1011.97,440.08,5171
20.99,50.12,95.97,1008.82,448.07,5172
10.32,41.01,95.3,1021.04,467.81,5173
26.72,56.9,58.54,1007.12,435.16,5174
14.55,44.84,87.6,1023.83,465.14,5175
4.89,45.87,99.35,1007.58,482.69,5176
19.49,46.63,88.01,1013.11,451.31,5177
24.44,59.21,61.45,1017.36,445.82,5178
7.99,36.08,83.2,1020.08,481.35,5179
27.28,51.43,51.38,1011.46,450.53,5180
26.23,59.07,78.93,1008.2,440.18,5181
9.46,41.4,87.58,1026.78,480.82,5182
15.01,39.52,72.0,1017.53,468.02,5183
24.86,63.47,71.78,1011.5,441.68,5184
20.47,58.16,68.6,1016.97,453.99,5185
27.09,49.3,61.0,1003.93,437.44,5186
11.48,36.18,61.62,1017.03,469.44,5187
7.84,40.07,47.63,1016.68,488.7,5188
15.97,52.72,65.97,1024.72,462.64,5189
29.55,67.69,48.68,1004.88,428.77,5190
11.63,40.55,87.12,1022.89,474.67,5191
22.96,45.01,50.81,1012.21,450.37,5192
13.61,40.71,72.87,1022.36,475.23,5193
22.17,70.47,82.57,1011.07,441.14,5194
15.45,61.27,79.21,1019.87,456.59,5195
25.08,61.02,73.21,1010.01,437.31,5196
24.98,71.98,90.61,1006.59,432.06,5197
20.57,44.9,62.69,1008.39,456.18,5198
12.33,38.91,79.84,1017.24,472.49,5199
8.29,36.08,81.53,1020.38,483.26,5200
25.47,59.92,77.18,1010.08,439.84,5201
28.2,66.75,60.18,1018.35,433.46,5202
29.05,70.32,72.5,1011.33,437.16,5203
27.03,65.12,45.1,1015.94,441.62,5204
27.25,73.03,68.52,1014.15,439.78,5205
30.71,71.85,72.05,1008.07,425.16,5206
20.94,49.02,87.32,1008.91,448.18,5207
9.06,43.79,81.32,1016.05,482.8,5208
26.8,58.84,65.03,1001.2,445.76,5209
25.77,65.48,51.47,1018.07,440.96,5210
16.77,50.9,84.4,1013.24,459.91,5211
11.73,37.92,72.68,1008.02,472.51,5212
19.72,65.94,82.12,1010.53,446.84,5213
24.42,66.56,84.7,1002.04,434.18,5214
18.68,59.14,77.09,1016.96,452.85,5215
14.22,45.08,84.41,1023.26,466.47,5216
23.81,57.5,70.66,1015.53,448.72,5217
7.91,38.56,68.94,1016.48,485.95,5218
21.32,45.01,59.94,1012.23,452.75,5219
24.75,52.84,69.61,1005.47,442.6,5220
26.81,56.57,61.6,1013.68,442.94,5221
25.99,49.82,58.56,1015.95,452.09,5222
10.59,41.26,98.27,1008.1,474.76,5223
6.33,42.07,77.1,1004.25,484.57,5224
22.26,44.89,78.93,1009.51,447.07,5225
15.9,39.99,78.49,1007.03,465.5,5226
23.14,58.18,81.82,1008.89,444.51,5227
19.48,58.79,88.72,1017.6,450.55,5228
13.19,44.88,94.95,1017.61,467.68,5229
27.4,69.84,76.48,1002.98,430.54,5230
29.41,59.27,52.37,1011.36,441.99,5231
25.22,71.85,68.96,1009.78,438.71,5232
22.31,70.32,89.53,1009.22,437.83,5233
7.64,42.28,83.42,1008.49,483.74,5234
14.68,43.99,86.79,1023.36,461.91,5235
15.12,48.92,72.93,1011.8,462.59,5236
20.96,61.27,67.32,1019.99,448.77,5237
5.95,39.48,63.6,1005.16,486.07,5238
25.13,57.69,78.43,1007.43,437.8,5239
11.58,40.66,97.13,1017.0,466.42,5240
20.21,59.14,70.38,1016.0,448.79,5241
16.64,43.14,82.88,1019.03,459.0,5242
8.86,36.71,79.65,1025.64,478.88,5243
19.72,47.03,90.36,1012.1,458.59,5244
8.27,38.56,66.6,1016.47,485.31,5245
30.19,68.08,50.34,1010.95,431.25,5246
